fluid,L_m,v0_m_s,U_W_m2K,status,dp_Pa,dp_fraction,q0,qref,q1,q2,heat_ref,cp0_error,cp1_error,table_error,frozen_error,one_error,two_error,gated_error,flow_one_error,outlet_ref_K,vapor_in,vapor_out,one_self_mismatch,refinement_error,energy_residual,one_cpu_us,reference_cpu_us,reference_evals,detail
water-cooling,50.0,1.0,60.0,OK,10263.2980488236,0.034210993496078666,1.8979701704044414,1.8975126325122966,1.8974002257450024,1.8974000599422163,27454.682032544333,7.808397053641192E-6,3.72759860302802E-6,1.6629532359547148E-5,9.56911357442893E-6,1.8364629254585723E-5,1.8367188697259697E-5,9.56911357442893E-6,5.9239008672820274E-5,356.55479432702367,0.0,0.0,8.795677209507789E-6,NaN,7.023079617142389E-15,0.0,15625.0,43,
water-cooling,50.0,3.0,2.0,SCREENED_DP,86939.23751888034,0.2897974583962678
water-cooling,50.0,3.0,15.0,SCREENED_DP,86939.23751888034,0.2897974583962678
water-cooling,50.0,3.0,60.0,SCREENED_DP,86939.23751888034,0.2897974583962678
water-cooling,150.0,0.002,2.0,OK,1.2512740515991747,4.170913505330582E-6,0.003795940340808883,0.001723723906034719,0.002048668461593348,0.0017674180126802026,432.12965771621515,0.004023611816298152,8.40248364785829E-6,1.3041758387441872E-6,1.0922488665902097,0.18538546770592626,0.025089971978481746,0.18538546770592626,0.18851311072556665,300.08672305661037,0.0,0.0,0.7650367104966573,1.8011359057605362E-5,1.3316428590768022E-15,0.0,31250.0,43,
water-cooling,150.0,0.002,15.0,OK,1.2512740515991747,4.170913505330582E-6,0.003795940340808883,0.0015161337503935344,0.0015456608060480737,0.0014995650710468763,380.63742662210507,0.0040726584617725515,1.4933744000229876E-16,0.0,1.503697539231941,0.01947523142128788,0.010928243858668524,0.01947523142128788,0.019475231421287913,300.0,0.0,0.0,1.455868923604396,NaN,5.859384726555915E-16,0.0,31250.0,43,
water-cooling,150.0,0.002,60.0,OK,1.2512740515991747,4.170913505330582E-6,0.003795940340808883,0.0014970446312502026,0.0014932743955853476,0.0014924500908758452,375.8449515615673,0.004072658461772614,1.5124167193049677E-16,0.0,1.535622693919847,0.0025184524136107347,0.003069073745998086,0.0025184524136107347,0.0025184524136106783,300.0,0.0,0.0,1.542024662065484,NaN,7.581176428599454E-16,0.0,46875.0,43,
water-cooling,150.0,0.02,2.0,OK,19.12126030775644,6.373753435918814E-5,0.037959403408088836,0.039141686877522175,0.03918478588461453,0.03915595554377209,2458.017248794048,1.5411933919057586E-4,6.078196428848367E-5,1.5283147153043737E-5,0.004260778964776868,1.350885769241156E-4,3.45332386571822E-5,0.004260778964776868,0.001101102444235808,345.0293085953061,0.0,0.0,0.004395273790419444,NaN,1.6648269470489745E-15,0.0,0.0,43,
water-cooling,150.0,0.02,15.0,OK,19.12126030775644,6.373753435918814E-5,0.037959403408088836,0.032557697373542215,0.03395280824452545,0.03289610750114241,7565.120912495443,0.00297599978039959,1.6827857518501968E-4,9.793521355438259E-7,0.12396003293487029,0.033400149863355634,0.00819345025624712,0.12396003293487029,0.0428504158318322,304.47334797989345,0.0,0.0,0.08763293007407556,NaN,1.5123737537491862E-15,0.0,31250.0,43,
water-cooling,150.0,0.02,60.0,OK,19.12126030775644,6.373753435918814E-5,0.037959403408088836,0.02434747752334193,0.025213605614453835,0.024315381947026475,6112.622046252524,0.004072591194334905,1.1629745486919138E-8,2.6672029972744992E-9,0.558860386015722,0.03557304387993211,0.0013182105834910905,0.03557304387993211,0.03557362730005793,300.0000557385467,0.0,0.0,0.5053118611268734,NaN,1.4367853556410281E-16,0.0,31250.0,43,
