=== harness select (repo /home/user/CreateChemE, 3dbd9b8 + uncommitted src changes)
PHASE_PORT_CLOSURE_SLICE refusal-0.1 230 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 231 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 232 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 233 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 234 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 235 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 236 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 237 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 238 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 239 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 240 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 241 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 242 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 243 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 244 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 245 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 246 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 247 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 248 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 249 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 250 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 251 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 252 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 253 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 254 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 255 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 256 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 257 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 258 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 259 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 260 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 261 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 262 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 263 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 264 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 265 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 266 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 267 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 268 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 269 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 270 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 271 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 272 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 273 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 274 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 275 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 276 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 277 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 278 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 279 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 280 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 281 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 282 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 283 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 284 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 285 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 286 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 287 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 288 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 289 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 290 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 291 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 292 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 293 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 294 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 295 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 296 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 297 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 298 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 299 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 300 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 301 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 302 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 303 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 304 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 305 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 306 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 307 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 308 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 309 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 310 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 311 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 312 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 313 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 314 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 315 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 316 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 317 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 318 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 319 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 320 phiStart=0.0 phiEnd=0.0 P=150000.0->150000.0 out=0.0 in=0.0 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[VELOCITY_LIMITED, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 321 phiStart=0.0 phiEnd=0.0 P=150000.0->150006.8204994863 out=0.0 in=5.1851116186286844E-5 accepted=1 rejected=1 reopens=1 reasons={Backward-Euler boundary reopened=1} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 322 phiStart=0.0 phiEnd=0.0 P=150006.8204994863->150026.46931110916 out=0.0 in=1.493605069688131E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 323 phiStart=0.0 phiEnd=0.0 P=150026.46931110916->150052.391572212 out=0.0 in=1.9703194138730022E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 324 phiStart=0.0 phiEnd=0.0 P=150052.391572212->150082.2624569622 out=0.0 in=2.2702783387715597E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 325 phiStart=0.0 phiEnd=0.0 P=150082.2624569622->150114.85484817286 out=0.0 in=2.4769474759973946E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 326 phiStart=0.0 phiEnd=0.0 P=150114.85484817286->150149.4091229444 out=0.0 in=2.625872099179151E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 327 phiStart=0.0 phiEnd=0.0 P=150149.4091229444->150185.4154045983 out=0.0 in=2.7360404539274424E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 328 phiStart=0.0 phiEnd=0.0 P=150185.4154045983->150222.51445657405 out=0.0 in=2.818905074009579E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 329 phiStart=0.0 phiEnd=0.0 P=150222.51445657405->150260.4450818964 out=0.0 in=2.881918974826292E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 330 phiStart=0.0 phiEnd=0.0 P=150260.4450818964->150299.0131480184 out=0.0 in=2.9301801248506076E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 331 phiStart=0.0 phiEnd=0.0 P=150299.0131480184->150338.07208350408 out=0.0 in=2.9673037617371765E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 332 phiStart=0.0 phiEnd=0.0 P=150338.07208350408->150377.51000998696 out=0.0 in=2.9959264914262437E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
