=== harness select (repo /home/user/CreateChemE, 3dbd9b8 + uncommitted src changes)
PHASE_PORT_CLOSURE_SLICE refusal-0.1 619 phiStart=0.0 phiEnd=0.0 P=161355.87301016896->161391.78879255103 out=0.0 in=2.6924474824729515E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 620 phiStart=0.0 phiEnd=0.0 P=161391.78879255103->161427.6872654312 out=0.0 in=2.691043627607023E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 621 phiStart=0.0 phiEnd=0.0 P=161427.6872654312->161463.5684292089 out=0.0 in=2.689640019455203E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 622 phiStart=0.0 phiEnd=0.0 P=161463.5684292089->161499.43228428415 out=0.0 in=2.6882366577187894E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 623 phiStart=0.0 phiEnd=0.0 P=161499.43228428415->161535.27883105687 out=0.0 in=2.686833542099309E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 624 phiStart=0.0 phiEnd=0.0 P=161535.27883105687->161571.10806992723 out=0.0 in=2.6854306723045216E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 625 phiStart=0.0 phiEnd=0.0 P=161571.10806992723->161606.92000129563 out=0.0 in=2.6840280480368945E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 626 phiStart=0.0 phiEnd=0.0 P=161606.92000129563->161642.71462556277 out=0.0 in=2.6826256690030997E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 627 phiStart=0.0 phiEnd=0.0 P=161642.71462556277->161678.49194312945 out=0.0 in=2.6812235349085283E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 628 phiStart=0.0 phiEnd=0.0 P=161678.49194312945->161714.25195439678 out=0.0 in=2.679821645459175E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 629 phiStart=0.0 phiEnd=0.0 P=161714.25195439678->161749.99465976597 out=0.0 in=2.6784200002979937E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 630 phiStart=0.0 phiEnd=0.0 P=161749.99465976597->161785.72005963817 out=0.0 in=2.677018599287256E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 631 phiStart=0.0 phiEnd=0.0 P=161785.72005963817->161821.42815441577 out=0.0 in=2.675617442037573E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 632 phiStart=0.0 phiEnd=0.0 P=161821.42815441577->161857.11894450063 out=0.0 in=2.674216528260063E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 633 phiStart=0.0 phiEnd=0.0 P=161857.11894450063->161892.79243029476 out=0.0 in=2.672815857660197E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 634 phiStart=0.0 phiEnd=0.0 P=161892.79243029476->161928.44861220045 out=0.0 in=2.671415429947213E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 635 phiStart=0.0 phiEnd=0.0 P=161928.44861220045->161964.08749062024 out=0.0 in=2.6700152448415907E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 636 phiStart=0.0 phiEnd=0.0 P=161964.08749062024->161999.70906595705 out=0.0 in=2.6686153020523206E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 637 phiStart=0.0 phiEnd=0.0 P=161999.70906595705->162035.31333861387 out=0.0 in=2.667215601290606E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 638 phiStart=0.0 phiEnd=0.0 P=162035.31333861387->162070.9003089939 out=0.0 in=2.6658161422712034E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 639 phiStart=0.0 phiEnd=0.0 P=162070.9003089939->162106.4699775006 out=0.0 in=2.6644169247051877E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 640 phiStart=0.0 phiEnd=0.0 P=162106.4699775006->162142.0223445377 out=0.0 in=2.6630179483040737E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 641 phiStart=0.0 phiEnd=0.0 P=162142.0223445377->162177.55741050918 out=0.0 in=2.6616192127840036E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 642 phiStart=0.0 phiEnd=0.0 P=162177.55741050918->162213.07517581905 out=0.0 in=2.6602207178577495E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 643 phiStart=0.0 phiEnd=0.0 P=162213.07517581905->162248.57564087166 out=0.0 in=2.658822463241716E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 644 phiStart=0.0 phiEnd=0.0 P=162248.57564087166->162284.05880607176 out=0.0 in=2.6574244486493175E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 645 phiStart=0.0 phiEnd=0.0 P=162284.05880607176->162319.52467182392 out=0.0 in=2.6560266737987856E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 646 phiStart=0.0 phiEnd=0.0 P=162319.52467182392->162354.97323853348 out=0.0 in=2.6546291384032465E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 647 phiStart=0.0 phiEnd=0.0 P=162354.97323853348->162390.4045066054 out=0.0 in=2.653231842182632E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 648 phiStart=0.0 phiEnd=0.0 P=162390.4045066054->162425.81847644527 out=0.0 in=2.651834784854487E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 649 phiStart=0.0 phiEnd=0.0 P=162425.81847644527->162461.2151484589 out=0.0 in=2.650437966135342E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 650 phiStart=0.0 phiEnd=0.0 P=162461.2151484589->162496.59452305207 out=0.0 in=2.649041385745444E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 651 phiStart=0.0 phiEnd=0.0 P=162496.59452305207->162531.95660063118 out=0.0 in=2.6476450434013884E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 652 phiStart=0.0 phiEnd=0.0 P=162531.95660063118->162567.30138160245 out=0.0 in=2.6462489388256024E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 653 phiStart=0.0 phiEnd=0.0 P=162567.30138160245->162602.6288663725 out=0.0 in=2.6448530717381423E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 654 phiStart=0.0 phiEnd=0.0 P=162602.6288663725->162637.93905534828 out=0.0 in=2.643457441859033E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 655 phiStart=0.0 phiEnd=0.0 P=162637.93905534828->162673.23194893688 out=0.0 in=2.6420620489093794E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 656 phiStart=0.0 phiEnd=0.0 P=162673.23194893688->162708.50754754548 out=0.0 in=2.640666892611534E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 657 phiStart=0.0 phiEnd=0.0 P=162708.50754754548->162743.76585158185 out=0.0 in=2.6392719726885984E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 658 phiStart=0.0 phiEnd=0.0 P=162743.76585158185->162779.00686145364 out=0.0 in=2.637877288863411E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 659 phiStart=0.0 phiEnd=0.0 P=162779.00686145364->162814.2305775689 out=0.0 in=2.636482840858983E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 660 phiStart=0.0 phiEnd=0.0 P=162814.2305775689->162849.43700033583 out=0.0 in=2.635088628399701E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 661 phiStart=0.0 phiEnd=0.0 P=162849.43700033583->162884.6261301631 out=0.0 in=2.63369465121035E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 662 phiStart=0.0 phiEnd=0.0 P=162884.6261301631->162919.79796745922 out=0.0 in=2.6323009090148603E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 663 phiStart=0.0 phiEnd=0.0 P=162919.79796745922->162954.95251263323 out=0.0 in=2.630907401542001E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 664 phiStart=0.0 phiEnd=0.0 P=162954.95251263323->162990.0897660944 out=0.0 in=2.629514128515035E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 665 phiStart=0.0 phiEnd=0.0 P=162990.0897660944->163025.209728252 out=0.0 in=2.6281210896621026E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 666 phiStart=0.0 phiEnd=0.0 P=163025.209728252->163060.31239951594 out=0.0 in=2.626728284709595E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 667 phiStart=0.0 phiEnd=0.0 P=163060.31239951594->163095.39778029599 out=0.0 in=2.6253357133862465E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 668 phiStart=0.0 phiEnd=0.0 P=163095.39778029599->163130.4658710023 out=0.0 in=2.6239433754197603E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 669 phiStart=0.0 phiEnd=0.0 P=163130.4658710023->163165.51667204528 out=0.0 in=2.6225512705400585E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 670 phiStart=0.0 phiEnd=0.0 P=163165.51667204528->163200.5501838356 out=0.0 in=2.621159398475103E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 671 phiStart=0.0 phiEnd=0.0 P=163200.5501838356->163235.56640678406 out=0.0 in=2.6197677589555324E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 672 phiStart=0.0 phiEnd=0.0 P=163235.56640678406->163270.56534130184 out=0.0 in=2.6183763517119446E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 673 phiStart=0.0 phiEnd=0.0 P=163270.56534130184->163305.5469878002 out=0.0 in=2.616985176475099E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 674 phiStart=0.0 phiEnd=0.0 P=163305.5469878002->163340.5113466909 out=0.0 in=2.615594232977393E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 675 phiStart=0.0 phiEnd=0.0 P=163340.5113466909->163375.45841838556 out=0.0 in=2.614203520949292E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 676 phiStart=0.0 phiEnd=0.0 P=163375.45841838556->163410.38820329652 out=0.0 in=2.612813040124314E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 677 phiStart=0.0 phiEnd=0.0 P=163410.38820329652->163445.3007018358 out=0.0 in=2.6114227902362323E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 678 phiStart=0.0 phiEnd=0.0 P=163445.3007018358->163480.19591441637 out=0.0 in=2.61003277101695E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 679 phiStart=0.0 phiEnd=0.0 P=163480.19591441637->163515.07384145062 out=0.0 in=2.60864298220131E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 680 phiStart=0.0 phiEnd=0.0 P=163515.07384145062->163549.93448335194 out=0.0 in=2.60725342352461E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 681 phiStart=0.0 phiEnd=0.0 P=163549.93448335194->163584.77784053353 out=0.0 in=2.60586409472063E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 682 phiStart=0.0 phiEnd=0.0 P=163584.77784053353->163619.60391340894 out=0.0 in=2.6044749955273503E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 683 phiStart=0.0 phiEnd=0.0 P=163619.60391340894->163654.4127023921 out=0.0 in=2.603086125677369E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 684 phiStart=0.0 phiEnd=0.0 P=163654.4127023921->163689.20420789695 out=0.0 in=2.601697484909959E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 685 phiStart=0.0 phiEnd=0.0 P=163689.20420789695->163723.97843033777 out=0.0 in=2.6003090729630716E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 686 phiStart=0.0 phiEnd=0.0 P=163723.97843033777->163758.73537012917 out=0.0 in=2.598920889571849E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 687 phiStart=0.0 phiEnd=0.0 P=163758.73537012917->163793.4750276861 out=0.0 in=2.5975329344763364E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 688 phiStart=0.0 phiEnd=0.0 P=163793.4750276861->163828.19740342328 out=0.0 in=2.596145207414324E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 689 phiStart=0.0 phiEnd=0.0 P=163828.19740342328->163862.9024977563 out=0.0 in=2.5947577081267763E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 690 phiStart=0.0 phiEnd=0.0 P=163862.9024977563->163897.5903111007 out=0.0 in=2.593370436350289E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 691 phiStart=0.0 phiEnd=0.0 P=163897.5903111007->163932.26084387218 out=0.0 in=2.5919833918286927E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 692 phiStart=0.0 phiEnd=0.0 P=163932.26084387218->163966.91409648693 out=0.0 in=2.590596574299822E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 693 phiStart=0.0 phiEnd=0.0 P=163966.91409648693->164001.55006936123 out=0.0 in=2.589209983507043E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 694 phiStart=0.0 phiEnd=0.0 P=164001.55006936123->164036.16876291163 out=0.0 in=2.5878236191900756E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 695 phiStart=0.0 phiEnd=0.0 P=164036.16876291163->164070.77017755504 out=0.0 in=2.5864374810931904E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 696 phiStart=0.0 phiEnd=0.0 P=164070.77017755504->164105.35431370846 out=0.0 in=2.585051568958269E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 697 phiStart=0.0 phiEnd=0.0 P=164105.35431370846->164139.92117178938 out=0.0 in=2.583665882527999E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 698 phiStart=0.0 phiEnd=0.0 P=164139.92117178938->164174.47075221525 out=0.0 in=2.582280421548006E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 699 phiStart=0.0 phiEnd=0.0 P=164174.47075221525->164209.00305540406 out=0.0 in=2.5808951857598156E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 700 phiStart=0.0 phiEnd=0.0 P=164209.00305540406->164243.51808177383 out=0.0 in=2.579510174910695E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 701 phiStart=0.0 phiEnd=0.0 P=164243.51808177383->164278.01583174302 out=0.0 in=2.578125388745455E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 702 phiStart=0.0 phiEnd=0.0 P=164278.01583174302->164312.49630573037 out=0.0 in=2.576740827006637E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 703 phiStart=0.0 phiEnd=0.0 P=164312.49630573037->164346.95950415466 out=0.0 in=2.575356489444867E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 704 phiStart=0.0 phiEnd=0.0 P=164346.95950415466->164381.40542743495 out=0.0 in=2.573972375806872E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 705 phiStart=0.0 phiEnd=0.0 P=164381.40542743495->164415.83407599095 out=0.0 in=2.5725884858360986E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 706 phiStart=0.0 phiEnd=0.0 P=164415.83407599095->164450.24545024202 out=0.0 in=2.5712048192833774E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 707 phiStart=0.0 phiEnd=0.0 P=164450.24545024202->164484.6395506084 out=0.0 in=2.569821375896371E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 708 phiStart=0.0 phiEnd=0.0 P=164484.6395506084->164519.01637751024 out=0.0 in=2.568438155421512E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 709 phiStart=0.0 phiEnd=0.0 P=164519.01637751024->164553.37593136792 out=0.0 in=2.567055157612383E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 710 phiStart=0.0 phiEnd=0.0 P=164553.37593136792->164587.7182126023 out=0.0 in=2.565672382213506E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 711 phiStart=0.0 phiEnd=0.0 P=164587.7182126023->164622.04322163426 out=0.0 in=2.564289828981328E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 712 phiStart=0.0 phiEnd=0.0 P=164622.04322163426->164656.3509588852 out=0.0 in=2.562907497661004E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 713 phiStart=0.0 phiEnd=0.0 P=164656.3509588852->164690.64142477664 out=0.0 in=2.561525388007047E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 714 phiStart=0.0 phiEnd=0.0 P=164690.64142477664->164724.91461973044 out=0.0 in=2.560143499767161E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 715 phiStart=0.0 phiEnd=0.0 P=164724.91461973044->164759.1705441686 out=0.0 in=2.558761832697178E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 716 phiStart=0.0 phiEnd=0.0 P=164759.1705441686->164793.40919851343 out=0.0 in=2.5573803865499634E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 717 phiStart=0.0 phiEnd=0.0 P=164793.40919851343->164827.63058318774 out=0.0 in=2.555999161076891E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 718 phiStart=0.0 phiEnd=0.0 P=164827.63058318774->164861.8346986142 out=0.0 in=2.5546181560307093E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 719 phiStart=0.0 phiEnd=0.0 P=164861.8346986142->164896.02154521612 out=0.0 in=2.553237371167169E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 720 phiStart=0.0 phiEnd=0.0 P=164896.02154521612->164930.1911234169 out=0.0 in=2.5518568062407E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 721 phiStart=0.0 phiEnd=0.0 P=164930.1911234169->164964.34343364014 out=0.0 in=2.5504764610070717E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 722 phiStart=0.0 phiEnd=0.0 P=164964.34343364014->164998.47847631006 out=0.0 in=2.549096335217969E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 723 phiStart=0.0 phiEnd=0.0 P=164998.47847631006->165032.59625185066 out=0.0 in=2.5477164286342015E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 724 phiStart=0.0 phiEnd=0.0 P=165032.59625185066->165066.6967606866 out=0.0 in=2.5463367410088415E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 725 phiStart=0.0 phiEnd=0.0 P=165066.6967606866->165100.78000324263 out=0.0 in=2.5449572721009914E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_CLOSURE_SLICE refusal-0.1 726 phiStart=0.0 phiEnd=0.0 P=165100.78000324263->165134.84597994384 out=0.0 in=2.543578021666588E-4 accepted=1 rejected=0 reopens=0 reasons={} modes=[PASSIVE, PASSIVE]
