63.1600000000	29.102537415911
68.1600000000	29.102695901233
73.1600000000	29.102853732289
78.1600000000	29.103012181067
83.1600000000	29.103171854533
88.1600000000	29.103333056756
93.1600000000	29.103495947478
98.1600000000	29.103660613178
103.160000000	29.103827102200
108.160000000	29.103995442122
113.160000000	29.104165649011
118.160000000	29.104337732656
123.160000000	29.104511700033
128.160000000	29.104687558700
133.160000000	29.104865320122
138.160000000	29.105045005678
143.160000000	29.105226654333
148.160000000	29.105410334511
153.160000000	29.105596161578
158.160000000	29.105784319989
163.160000000	29.105975093500
168.160000000	29.106168902811
173.160000000	29.106366350844
178.160000000	29.106568275967
183.160000000	29.106775813078
188.160000000	29.106990459689
193.160000000	29.107214148300
198.160000000	29.107449320978
203.160000000	29.107699004633
208.160000000	29.107966886578
213.160000000	29.108257385044
218.160000000	29.108575715300
223.160000000	29.108927948178
228.160000000	29.109321058889
233.160000000	29.109762965289
238.160000000	29.110262554589
243.160000000	29.110829696978
248.160000000	29.111475246378
253.160000000	29.112211027822
258.160000000	29.113049811778
263.160000000	29.114005276456
268.160000000	29.115091957967
273.160000000	29.116325189822
278.160000000	29.117721033056
283.160000000	29.119296198022
288.160000000	29.121067959022
293.160000000	29.123054063522
298.160000000	29.125272637444
303.160000000	29.127742086678
