fluid,set,T,P_MPa,Tr,Pr,phase,band,rho_ref,cp_ref,h_ref,lnphi_ref,drho_a,dcp_a,dh_a,dlnphi_a,mismatch_a,dh_pct_a,drho_b,dcp_b,dh_b,dlnphi_b,mismatch_b,dh_pct_b
Methane,isobar,216.678,0.1,1.13704,0.0217429,vapour-like,0,55.7835,33.9029,-2840.29,-0.00494977,0.0667854,-0.062086,-1.79674,-0.000660102,0,-0.0632592,0.0682066,-0.062086,-1.82219,-0.000674225,0,-0.064155
Methane,isobar,222.678,0.1,1.16852,0.0217429,vapour-like,0,54.2589,33.9676,-2636.71,-0.00455256,0.0639751,-0.0489789,-1.90939,-0.000632363,0,-0.0724156,0.0653574,-0.0489789,-1.93483,-0.000646105,0,-0.0733806
Methane,isobar,228.677,0.1,1.2,0.0217429,vapour-like,0,52.8163,34.0441,-2432.71,-0.00419322,0.0611713,-0.0380267,-1.9978,-0.000604658,0,-0.0821226,0.0625167,-0.0380267,-2.02324,-0.00061804,0,-0.0831685
Methane,isobar,96.6933,0.5,0.507406,0.108715,liquid-like,0,27660.7,54.3646,-15428.6,-3.02606,1.25618,-1.09496,22.9562,0.0132523,0,0.14879,1.98292,-1.09496,22.829,0.0130941,0,0.147966
Methane,isobar,102.693,0.5,0.538888,0.108715,liquid-like,0,27147.1,54.8554,-15101,-2.40481,1.42317,-0.858082,19.734,0.0117069,0,0.13068,2.13867,-0.858082,19.6068,0.0115579,0,0.129838
Methane,isobar,108.692,0.5,0.570369,0.108715,liquid-like,0,26618.6,55.4421,-14770.2,-1.86051,1.5326,-0.511933,17.4341,0.0105133,0,0.118036,2.2356,-0.511933,17.3069,0.0103725,0,0.117174
Methane,isobar,114.691,0.5,0.601851,0.108715,liquid-like,0,26072.6,56.1353,-14435.6,-1.38086,1.57639,-0.028766,16.4904,0.0095415,0,0.114234,2.26547,-0.028766,16.3632,0.00940809,0,0.113353
Methane,isobar,120.69,0.5,0.633332,0.108715,liquid-like,0,25505.5,56.9636,-14096.4,-0.95605,1.54404,0.608426,17.4302,0.00866969,0,0.12365,2.21761,0.608426,17.303,0.00854291,0,0.122748
Methane,isobar,126.69,0.5,0.664814,0.108715,liquid-like,0,24913.1,57.9727,-13751.7,-0.578178,1.42177,1.41819,20.8738,0.00778057,0,0.15179,2.078,1.41819,20.7466,0.0076598,0,0.150865
Methane,isobar,132.689,0.5,0.696295,0.108715,liquid-like,0,24289.4,59.2315,-13400.3,-0.240838,1.191,2.42976,27.5764,0.00675812,0,0.205789,1.82778,2.42976,27.4492,0.00664281,0,0.20484
Methane,isobar,134.851,0.5,0.707643,0.108715,liquid-like,0,24055.4,59.7654,-13271.7,-0.128142,1.07652,2.85269,30.9711,0.0063341,0,0.233362,1.7057,2.85269,30.8439,0.00622064,0,0.232404
Methane,isobar,135.851,0.5,0.71289,0.108715,vapour-like,0,496.171,40.1413,-5869.95,-0.101541,-0.315182,-8.30666,57.5741,0.000986529,0,0.980827,-0.302636,-8.30666,57.4468,0.000873903,0,0.97866
Methane,isobar,138.688,0.5,0.727777,0.108715,vapour-like,0,482.1,39.3411,-5757.27,-0.0952525,-0.160638,-6.98481,48.9969,2.35735e-05,0,0.851044,-0.14841,-6.98481,48.8697,-8.67482e-05,0,0.848834
Methane,isobar,144.687,0.5,0.759258,0.108715,vapour-like,0,455.504,38.1769,-5525,-0.0836867,0.0651503,-5.15442,35.0674,-0.00147737,0,0.634704,0.076756,-5.15442,34.9402,-0.00158312,0,0.632402
Methane,isobar,150.687,0.5,0.79074,0.108715,vapour-like,0,432.312,37.3769,-5298.49,-0.0740179,0.205279,-3.95833,24.822,-0.00246257,0,0.468472,0.216325,-3.95833,24.6947,-0.00256411,0,0.466071
Methane,isobar,156.686,0.5,0.822222,0.108715,vapour-like,0,411.794,36.7779,-5076.14,-0.0658402,0.29268,-3.09012,17.03,-0.00309835,0,0.335491,0.30322,-3.09012,16.9028,-0.003196,0,0.332985
Methane,isobar,162.685,0.5,0.853703,0.108715,vapour-like,0,393.442,36.3135,-4856.95,-0.0588564,0.345708,-2.43345,11.007,-0.00349262,0,0.226624,0.355789,-2.43345,10.8798,-0.00358667,0,0.224005
Methane,isobar,168.684,0.5,0.885185,0.108715,vapour-like,0,376.884,35.9475,-4640.23,-0.0528423,0.375786,-1.92792,6.30359,-0.00371841,0,0.135846,0.385449,-1.92792,6.17637,-0.00380911,0,0.133105
Methane,isobar,174.684,0.5,0.916666,0.108715,vapour-like,0,361.836,35.6569,-4425.48,-0.0476252,0.390386,-1.53464,2.60238,-0.00382616,0,0.0588045,0.399665,-1.53464,2.47517,-0.00391375,0,0.0559299
Methane,isobar,180.683,0.5,0.948148,0.108715,vapour-like,0,348.076,35.4257,-4212.29,-0.04307,0.394514,-1.22604,-0.327733,-0.00385122,0,-0.0077804,0.403441,-1.22604,-0.454947,-0.0039359,0,-0.0108005
Methane,isobar,186.682,0.5,0.979629,0.108715,vapour-like,0,335.43,35.2425,-4000.33,-0.0390697,0.39158,-0.981921,-2.658,-0.00381859,0,-0.0664444,0.400182,-0.981921,-2.78521,-0.00390055,0,-0.0696245
Methane,isobar,192.681,0.5,1.01111,0.108715,vapour-like,0,323.753,35.0993,-3789.35,-0.0355384,0.383928,-0.787278,-4.51686,-0.00374611,0,-0.119199,0.392229,-0.787278,-4.64407,-0.00382552,0,-0.122556
Methane,isobar,198.681,0.5,1.04259,0.108715,vapour-like,0,312.928,34.9899,-3579.12,-0.0324064,0.373184,-0.630922,-6.00175,-0.00364658,0,-0.167688,0.381206,-0.630922,-6.12897,-0.00372359,0,-0.171242
Methane,isobar,204.68,0.5,1.07407,0.108715,vapour-like,0,302.859,34.9099,-3369.46,-0.0296167,0.360485,-0.504449,-7.1874,-0.00352927,0,-0.21331,0.368246,-0.504449,-7.31461,-0.00360402,0,-0.217085
Methane,isobar,210.679,0.5,1.10556,0.108715,vapour-like,0,293.462,34.8562,-3160.2,-0.027122,0.346627,-0.401499,-8.13168,-0.00340086,0,-0.257315,0.354145,-0.401499,-8.2589,-0.00347349,0,-0.261341
Methane,isobar,216.678,0.5,1.13704,0.108715,vapour-like,0,284.667,34.8262,-2951.19,-0.0248833,0.332169,-0.317226,-8.8799,-0.00326623,0,-0.300892,0.33946,-0.317226,-9.00711,-0.00333684,0,-0.305202
Methane,isobar,222.678,0.5,1.16852,0.108715,vapour-like,0,276.416,34.818,-2742.3,-0.0228675,0.317504,-0.247902,-9.46784,-0.00312889,0,-0.345252,0.324582,-0.247902,-9.59505,-0.0031976,0,-0.349891
Methane,isobar,228.677,0.5,1.2,0.108715,vapour-like,0,268.655,34.8301,-2533.39,-0.0210469,0.302907,-0.190637,-9.92402,-0.00299137,0,-0.391729,0.309784,-0.190637,-10.0512,-0.00305828,0,-0.39675
Methane,isobar,96.6933,1,0.507406,0.217429,liquid-like,0,27683,54.3106,-15415.8,-3.69673,1.24417,-1.13357,23.3532,0.0129749,0,0.151488,1.97132,-1.13357,23.0987,0.0126584,0,0.149838
Methane,isobar,102.693,1,0.538888,0.217429,liquid-like,0,27171.8,54.7888,-15088.6,-3.07639,1.41472,-0.905714,19.9941,0.0114054,0,0.132511,2.13076,-0.905714,19.7397,0.0111074,0,0.130825
Methane,isobar,108.692,1,0.570369,0.217429,liquid-like,0,26646.2,55.3595,-14758.3,-2.53289,1.52886,-0.571599,17.5209,0.0102002,0,0.118719,2.23255,-0.571599,17.2665,0.00991868,0,0.116995
Methane,isobar,114.691,1,0.601851,0.217429,liquid-like,0,26103.5,56.032,-14424.2,-2.05391,1.57891,-0.104483,16.3538,0.00922944,0,0.113378,2.26885,-0.104483,16.0994,0.00896263,0,0.111614
Methane,isobar,120.69,1,0.633332,0.217429,liquid-like,0,25540.4,56.8327,-14085.7,-1.62967,1.55495,0.511006,17.0004,0.0083719,0,0.120693,2.22958,0.511006,16.746,0.00811835,0,0.118886
Methane,isobar,126.69,1,0.664814,0.217429,liquid-like,0,24952.9,57.8037,-13742,-1.25229,1.44404,1.29074,20.0512,0.00751172,0,0.145912,2.10161,1.29074,19.7968,0.00727018,0,0.144061
Methane,isobar,132.689,1,0.696295,0.217429,liquid-like,0,24335.5,59.0084,-13391.7,-0.915344,1.22896,2.25939,26.2142,0.00653534,0,0.19575,1.86744,2.25939,25.9598,0.00630472,0,0.19385
Methane,isobar,138.688,1,0.727777,0.217429,liquid-like,0,23680.7,60.5432,-13033.3,-0.613608,0.885933,3.45975,36.3943,0.00532747,0,0.279241,1.50291,3.45975,36.1398,0.00510683,0,0.277289
Methane,isobar,144.687,1,0.759258,0.217429,liquid-like,0,22978,62.5646,-12664.3,-0.342781,0.380446,4.96871,51.8472,0.00376463,0,0.409396,0.973003,4.96871,51.5928,0.00355313,0,0.407387
Methane,isobar,148.639,1,0.779994,0.217429,liquid-like,0,22481.4,64.2881,-12413.8,-0.179548,-0.0659876,6.19719,65.7926,0.00247348,0,0.529995,0.50853,6.19719,65.5381,0.00226761,0,0.527946
Methane,isobar,149.639,1,0.785242,0.217429,vapour-like,0,972.624,45.8011,-5690.33,-0.157973,-0.0345369,-11.5586,74.982,-0.00321062,0,1.31771,-0.00980163,-11.5586,74.7276,-0.00341511,0,1.31324
Methane,isobar,150.687,1,0.79074,0.217429,vapour-like,0,960.635,45.1434,-5642.69,-0.154455,0.0563061,-10.7251,69.6783,-0.00361466,0,1.23484,0.0807808,-10.7251,69.4239,-0.00381773,0,1.23033
Methane,isobar,156.686,1,0.822222,0.217429,vapour-like,0,899.705,42.5025,-5380.53,-0.136389,0.413222,-7.51338,46.1812,-0.00536473,0,0.858302,0.436308,-7.51338,45.9268,-0.00556003,0,0.853573
Methane,isobar,162.685,1,0.853703,0.217429,vapour-like,0,848.682,40.8564,-5130.8,-0.121233,0.605894,-5.64329,29.9074,-0.00643194,0,0.582898,0.627754,-5.64329,29.6529,-0.00662004,0,0.577939
Methane,isobar,168.684,1,0.885185,0.217429,vapour-like,0,804.807,39.6862,-4889.38,-0.10835,0.710924,-4.36214,17.9064,-0.00705483,0,0.366231,0.731697,-4.36214,17.652,-0.00723624,0,0.361027
Methane,isobar,174.684,1,0.916666,0.217429,vapour-like,0,766.393,38.8027,-4654.06,-0.0972877,0.763894,-3.41422,8.80441,-0.00737814,0,0.189177,0.783697,-3.41422,8.54998,-0.00755331,0,0.18371
Methane,isobar,180.683,1,0.948148,0.217429,vapour-like,0,732.305,38.1158,-4423.42,-0.0877094,0.784411,-2.68906,1.79942,-0.00749677,0,0.0406794,0.80334,-2.68906,1.54499,-0.00766613,0,0.0349276
Methane,isobar,186.682,1,0.979629,0.217429,vapour-like,0,701.733,37.5733,-4196.44,-0.0793554,0.784321,-2.12532,-3.63964,-0.00747525,0,-0.0867316,0.80246,-2.12532,-3.89407,-0.00763917,0,-0.0927945
Methane,isobar,192.681,1,1.01111,0.217429,vapour-like,0,674.077,37.1411,-3972.37,-0.072023,0.771138,-1.68265,-7.88717,-0.00735831,0,-0.198551,0.788557,-1.68265,-8.1416,-0.00751713,0,-0.204956
Methane,isobar,198.681,1,1.04259,0.217429,vapour-like,0,648.879,36.7959,-3750.63,-0.065551,0.749753,-1.3323,-11.2156,-0.0071773,0,-0.299034,0.766514,-1.3323,-11.4701,-0.00733132,0,-0.305817
Methane,isobar,204.68,1,1.07407,0.217429,vapour-like,0,625.78,36.5208,-3530.74,-0.0598098,0.723402,-1.05303,-13.8272,-0.00695439,0,-0.391623,0.739558,-1.05303,-14.0816,-0.0071039,0,-0.398829
Methane,isobar,210.679,1,1.10556,0.217429,vapour-like,0,604.497,36.3035,-3312.32,-0.0546939,0.694244,-0.828916,-15.8738,-0.00670534,0,-0.479236,0.709841,-0.828916,-16.1283,-0.00685059,0,-0.486918
Methane,isobar,216.678,1,1.13704,0.217429,vapour-like,0,584.797,36.1349,-3095.05,-0.0501165,0.663727,-0.647957,-17.4715,-0.00644137,0,-0.564496,0.678806,-0.647957,-17.7259,-0.0065826,0,-0.572716
Methane,isobar,222.678,1,1.16852,0.217429,vapour-like,0,566.49,36.0082,-2878.67,-0.0460057,0.632821,-0.501015,-18.7092,-0.0061705,0,-0.649925,0.647419,-0.501015,-18.9636,-0.00630792,0,-0.658763
Methane,isobar,228.677,1,1.2,0.217429,vapour-like,0,549.419,35.9181,-2662.94,-0.0423014,0.602172,-0.381098,-19.6564,-0.00589842,0,-0.738149,0.616321,-0.381098,-19.9109,-0.00603223,0,-0.747703
Methane,isobar,96.6933,2,0.507406,0.434858,liquid-like,0,27727.2,54.2056,-15390.3,-4.34498,1.21952,-1.20868,24.1758,0.0124288,0,0.157085,1.94749,-1.20868,23.6669,0.0117959,0,0.153778
Methane,isobar,102.693,2,0.538888,0.434858,liquid-like,0,27220.6,54.6595,-15063.8,-3.72648,1.39692,-0.997932,20.552,0.0108086,0,0.136433,2.11401,-0.997932,20.0432,0.0102126,0,0.133055
Methane,isobar,108.692,2,0.570369,0.434858,liquid-like,0,26700.5,55.1998,-14734.3,-3.18455,1.52006,-0.686483,17.7457,0.00957747,0,0.120438,2.22507,-0.686483,17.2369,0.0090144,0,0.116985
Methane,isobar,114.691,2,0.601851,0.434858,liquid-like,0,26164.3,55.8331,-14401.3,-2.70693,1.582,-0.24935,16.152,0.00860527,0,0.112157,2.2736,-0.24935,15.6432,0.00807165,0,0.108623
Methane,isobar,120.69,2,0.633332,0.434858,liquid-like,0,25609,56.5819,-14064.2,-2.28386,1.57386,0.326019,16.2431,0.00777182,0,0.115493,2.25057,0.326019,15.7343,0.00726473,0,0.111875
Methane,isobar,126.69,2,0.664814,0.434858,liquid-like,0,25031.1,57.4825,-13722.1,-1.90745,1.48423,1.05097,18.5569,0.00696363,0,0.135233,2.1444,1.05097,18.048,0.00648055,0,0.131525
Methane,isobar,132.689,2,0.696295,0.434858,liquid-like,0,24425.6,58.5883,-13374,-1.57131,1.29823,1.94269,23.7197,0.00607139,0,0.177356,1.93996,1.94269,23.2108,0.00561015,0,0.173551
Methane,isobar,138.688,2,0.727777,0.434858,liquid-like,0,23786.1,59.9783,-13018.6,-1.27022,0.995848,3.03078,32.503,0.00498671,0,0.249667,1.61694,3.03078,31.9941,0.00454542,0,0.245758
Methane,isobar,144.687,2,0.759258,0.434858,liquid-like,0,23103.8,61.7757,-12653.6,-0.999851,0.549064,4.36719,45.9286,0.00359733,0,0.362969,1.14689,4.36719,45.4197,0.00317434,0,0.358947
Methane,isobar,150.687,2,0.79074,0.434858,liquid-like,0,22365.4,64.1882,-12276.1,-0.756677,-0.0836319,6.04579,65.4723,0.00177921,0,0.53333,0.487703,6.04579,64.9634,0.00137307,0,0.529185
Methane,isobar,156.686,2,0.822222,0.434858,liquid-like,0,21550.4,67.6039,-11881.4,-0.537799,-0.968857,8.2493,93.5007,-0.000617317,0,0.786947,-0.428192,8.2493,92.9918,-0.00100792,0,0.782664
Methane,isobar,162.685,2,0.853703,0.434858,liquid-like,0,20622.6,72.87,-11461.4,-0.34091,-2.22731,11.3853,134.376,-0.003796,0,1.17243,-1.72314,11.3853,133.867,-0.00417219,0,1.16799
Methane,isobar,165.373,2,0.867806,0.434858,liquid-like,0,20153.3,76.3314,-11261.1,-0.259364,-2.97201,13.3379,159.069,-0.00555247,0,1.41256,-2.48686,13.3379,158.561,-0.00592255,0,1.40804
Methane,isobar,166.373,2,0.873054,0.434858,vapour-like,0,2016.9,61.7725,-5679.95,-0.242038,0.602894,-16.4839,93.5024,-0.0113001,0,1.64618,0.654857,-16.4839,92.9936,-0.0116679,0,1.63723
Methane,isobar,168.684,2,0.885185,0.434858,vapour-like,0,1941.6,57.4734,-5542.42,-0.230623,0.932091,-13.3787,73.0755,-0.0121209,0,1.31848,0.982441,-13.3787,72.5667,-0.0124837,0,1.3093
Methane,isobar,174.684,2,0.916666,0.434858,vapour-like,0,1785.44,50.9375,-5219.48,-0.204699,1.35975,-8.80341,38.0364,-0.0134477,0,0.728741,1.40644,-8.80341,37.5276,-0.013798,0,0.718991
Methane,isobar,180.683,2,0.948148,0.434858,vapour-like,0,1664.55,47.274,-4925.74,-0.182942,1.51629,-6.38309,15.9917,-0.0140514,0,0.324655,1.55996,-6.38309,15.4828,-0.0143901,0,0.314324
Methane,isobar,186.682,2,0.979629,0.434858,vapour-like,0,1565.77,44.858,-4649.82,-0.16438,1.55943,-4.82473,0.643816,-0.0142219,0,0.013846,1.60053,-4.82473,0.134961,-0.0145497,0,0.0029025
Methane,isobar,192.681,2,1.01111,0.434858,vapour-like,0,1482.37,43.1274,-4386.16,-0.148359,1.54689,-3.71097,-10.5443,-0.014118,0,-0.240398,1.5858,-3.71097,-11.0531,-0.0144357,0,-0.252
Methane,isobar,198.681,2,1.04259,0.434858,vapour-like,0,1410.34,41.8294,-4131.5,-0.134404,1.5051,-2.87367,-18.8862,-0.0138377,0,-0.457127,1.54209,-2.87367,-19.395,-0.0141457,0,-0.469443
Methane,isobar,204.68,2,1.07407,0.434858,vapour-like,0,1347.08,40.8281,-3883.68,-0.122157,1.44789,-2.22806,-25.1774,-0.0134446,0,-0.648288,1.48317,-2.22806,-25.6863,-0.0137437,0,-0.66139
Methane,isobar,210.679,2,1.10556,0.434858,vapour-like,0,1290.79,40.042,-3641.19,-0.111339,1.38304,-1.72301,-29.9454,-0.012982,0,-0.822405,1.41681,-1.72301,-30.4542,-0.0132725,0,-0.83638
Methane,isobar,216.678,2,1.13704,0.434858,vapour-like,0,1240.2,39.418,-3402.92,-0.101732,1.31514,-1.32404,-33.5585,-0.012479,0,-0.98617,1.34754,-1.32404,-34.0674,-0.0127614,0,-1.00112
Methane,isobar,222.678,2,1.16852,0.434858,vapour-like,0,1194.33,38.9202,-3167.99,-0.0931573,1.24693,-1.00648,-36.2829,-0.0119559,0,-1.1453,1.27809,-1.00648,-36.7917,-0.0122308,0,-1.16136
Methane,isobar,228.677,2,1.2,0.434858,vapour-like,0,1152.46,38.5229,-2935.73,-0.0854717,1.18005,-0.752121,-38.3148,-0.0114268,0,-1.30512,1.21007,-0.752121,-38.8237,-0.0116944,0,-1.32245
Methane,isobar,96.6933,5,0.507406,1.08715,liquid-like,0,27856.6,53.9119,-15313.3,-5.12701,1.14118,-1.41894,26.8607,0.0108625,0,0.175408,1.87143,-1.41894,25.5886,0.00928018,0,0.1671
Methane,isobar,102.693,5,0.538888,1.08715,liquid-like,0,27363.1,54.3008,-14988.7,-4.51403,1.337,-1.25287,22.5069,0.00907226,0,0.150158,2.05701,-1.25287,21.2347,0.00758234,0,0.141671
Methane,isobar,108.692,5,0.570369,1.08715,liquid-like,0,26858.2,54.7603,-14661.6,-3.97688,1.48413,-0.999824,18.7953,0.00774236,0,0.128194,2.19282,-0.999824,17.5232,0.00633469,0,0.119517
Methane,isobar,114.691,5,0.601851,1.08715,liquid-like,0,26339.9,55.2913,-14331.6,-3.50339,1.57736,-0.638473,16.0614,0.00674049,0,0.11207,2.27357,-0.638473,14.7892,0.00540645,0,0.103193
Methane,isobar,120.69,5,0.633332,1.08715,liquid-like,0,25805.9,55.9079,-13998.1,-3.08386,1.61024,-0.162033,14.6956,0.00594748,0,0.104983,2.29268,-0.162033,13.4234,0.00467975,0,0.095895
Methane,isobar,126.69,5,0.664814,1.08715,liquid-like,0,25253.6,56.6335,-13660.5,-2.71047,1.57477,0.431965,15.1199,0.00525418,0,0.110683,2.24204,0.431965,13.8477,0.00404648,0,0.10137
Methane,isobar,132.689,5,0.696295,1.08715,liquid-like,0,24679.5,57.5012,-13318.3,-2.37686,1.46107,1.1468,17.7897,0.00455957,0,0.133574,2.11161,1.1468,16.5175,0.00340648,0,0.124022
Methane,isobar,138.688,5,0.727777,1.08715,liquid-like,0,24079.4,58.5566,-12970.2,-2.07781,1.25668,1.98951,23.213,0.0037689,0,0.178972,1.88874,1.98951,21.9409,0.00266568,0,0.169163
Methane,isobar,144.687,5,0.759258,1.08715,liquid-like,0,23447.7,59.8641,-12615.2,-1.80902,0.945653,2.97321,31.9857,0.00279129,0,0.253549,1.55725,2.97321,30.7135,0.00173381,0,0.243465
Methane,isobar,150.687,5,0.79074,1.08715,liquid-like,0,22777,61.5191,-12251.3,-1.56691,0.506943,4.11993,44.8472,0.00153664,0,0.366062,1.09577,4.11993,43.5751,0.000521266,0,0.355678
Methane,isobar,156.686,5,0.822222,1.08715,liquid-like,0,22056.7,63.6713,-11876,-1.34851,-0.0881519,5.46494,62.7748,-8.86242e-05,0,0.528583,0.475202,5.46494,61.5026,-0.00106512,0,0.517872
Methane,isobar,162.685,5,0.853703,1.08715,liquid-like,0,21271.7,66.5747,-11485.8,-1.15139,-0.880648,7.06411,87.1489,-0.00218782,0,0.758753,-0.34606,7.06411,85.8768,-0.0031283,0,0.747677
Methane,isobar,168.684,5,0.885185,1.08715,liquid-like,0,20397.5,70.706,-11074.8,-0.973552,-1.93283,9.00635,120.076,-0.00488405,0,1.08422,-1.43117,9.00635,118.804,-0.00579109,0,1.07274
Methane,isobar,174.684,5,0.916666,1.08715,liquid-like,0,19391.9,77.099,-10633,-0.813438,-3.34749,11.4332,165.091,-0.00833837,0,1.55262,-2.88438,11.4332,163.819,-0.00921426,0,1.54066
Methane,isobar,180.683,5,0.948148,1.08715,liquid-like,0,18168.1,88.5766,-10140,-0.670004,-5.31665,14.5551,229.002,-0.0127879,0,2.25841,-4.90043,14.5551,227.73,-0.0136347,0,2.24587
Methane,isobar,186.682,5,0.979629,1.08715,liquid-like,1,16482.9,117.283,-9538.95,-0.54302,-8.28217,18.3401,328.326,-0.0186465,0,3.44195,-7.92803,18.3401,327.054,-0.0194661,0,3.42862
Methane,isobar,192.681,5,1.01111,1.08715,supercritical,1,12234.3,577.422,-8334.07,-0.435389,-12.0136,-11.9084,476.992,-0.0268236,0,5.7234,-11.7719,-11.9084,475.72,-0.0276176,0,5.70814
Methane,isobar,198.681,5,1.04259,1.08715,supercritical,1,5741.06,134.236,-6045.12,-0.374191,2.76328,-7.53501,10.8058,-0.0288682,0,0.178753,2.91776,-7.53501,9.53369,-0.0296383,0,0.157709
Methane,isobar,204.68,5,1.07407,1.08715,supercritical,1,4816.76,85.8471,-5418.28,-0.331719,2.90276,-5.25312,-28.7913,-0.0286651,0,-0.531373,3.03269,-5.25312,-30.0634,-0.0294126,0,-0.554852
Methane,isobar,210.679,5,1.10556,1.08715,supercritical,0,4294.82,69.4764,-4958.7,-0.297151,2.80693,-4.00885,-49.9851,-0.0279933,0,-1.00803,2.92255,-4.00885,-51.2573,-0.0287196,0,-1.03368
Methane,isobar,216.678,5,1.13704,1.08715,supercritical,0,3931.51,61.002,-4569.61,-0.267961,2.66492,-3.10294,-63.7843,-0.0270881,0,-1.39584,2.77046,-3.10294,-65.0565,-0.0277942,0,-1.42368
Methane,isobar,222.678,5,1.16852,1.08715,supercritical,0,3654.15,55.7641,-4220.46,-0.242821,2.51305,-2.38433,-73.3377,-0.0260591,0,-1.73767,2.61085,-2.38433,-74.6098,-0.0267462,0,-1.76781
Methane,isobar,228.677,5,1.2,1.08715,supercritical,0,3430.83,52.2002,-3897.22,-0.220883,2.36284,-1.80156,-80.0808,-0.0249697,0,-2.05482,2.45438,-1.80156,-81.3529,-0.0256388,0,-2.08746
Methane,isobar,96.6933,10,0.507406,2.17429,liquid-like,0,28062,53.4844,-15183.9,-5.59772,0.998457,-1.72823,31.9835,0.00850676,0,0.210641,1.73205,-1.72823,29.4392,0.00534205,0,0.193885
Methane,isobar,102.693,10,0.538888,2.17429,liquid-like,0,27587.9,53.7846,-14862.1,-4.99405,1.21927,-1.61956,26.584,0.00638027,0,0.178871,1.94355,-1.61956,24.0397,0.00340044,0,0.161751
Methane,isobar,108.692,10,0.570369,2.17429,liquid-like,0,27105.2,54.1373,-14538.4,-4.46499,1.39838,-1.43994,21.6097,0.00482548,0,0.148638,2.11242,-1.43994,19.0654,0.00201013,0,0.131138
Methane,isobar,114.691,10,0.601851,2.17429,liquid-like,0,26612.6,54.537,-14212.5,-3.99851,1.5325,-1.17089,17.33,0.00370306,0,0.121935,2.23534,-1.17089,14.7857,0.00103497,0,0.104033
Methane,isobar,120.69,10,0.633332,2.17429,liquid-like,0,26108.5,54.9897,-13884,-3.58506,1.61768,-0.810135,14.0522,0.00289107,0,0.101211,2.30828,-0.810135,11.5079,0.000355607,0,0.0828862
Methane,isobar,126.69,10,0.664814,2.17429,liquid-like,0,25591.2,55.5073,-13552.5,-3.21692,1.64926,-0.361735,12.088,0.00228141,0,0.0891938,2.3265,-0.361735,9.54376,-0.000133987,0,0.0704204
Methane,isobar,132.689,10,0.696295,2.17429,liquid-like,0,25058.8,56.1064,-13217.8,-2.8878,1.62181,0.168323,11.744,0.00177804,0,0.0888498,2.28452,0.168323,9.19971,-0.000528153,0,0.069601
Methane,isobar,138.688,10,0.727777,2.17429,liquid-like,0,24508.8,56.8077,-12879.1,-2.59251,1.52909,0.773863,13.321,0.00129555,0,0.103431,2.17597,0.773863,10.7767,-0.000910882,0,0.0836756
Methane,isobar,144.687,10,0.759258,2.17429,liquid-like,0,23938.6,57.6368,-12535.9,-2.32679,1.36386,1.44885,17.1192,0.000757855,0,0.136561,1.99354,1.44885,14.5749,-0.00135709,0,0.116265
Methane,isobar,150.687,10,0.79074,2.17429,liquid-like,0,23344.7,58.6266,-12187.3,-2.08706,1.11782,2.18681,23.4436,9.68265e-05,0,0.192361,1.7288,2.18681,20.8993,-0.00193392,0,0.171484
Methane,isobar,156.686,10,0.822222,2.17429,liquid-like,0,22722.9,59.8195,-11832.1,-1.87034,0.781455,2.97939,32.6083,-0.000748959,0,0.275592,1.3721,2.97939,30.064,-0.00270195,0,0.254089
Methane,isobar,162.685,10,0.853703,2.17429,liquid-like,0,22067.8,61.2728,-11469,-1.6741,0.343996,3.81359,44.9366,-0.00183532,0,0.391809,0.912534,3.81359,42.3923,-0.00371629,0,0.369625
Methane,isobar,168.684,10,0.885185,2.17429,liquid-like,0,21372.7,63.0649,-11096.2,-1.49624,-0.206378,4.66663,60.7494,-0.00321323,0,0.547477,0.338114,4.66663,58.2051,-0.0050273,0,0.524548
Methane,isobar,174.684,10,0.916666,2.17429,liquid-like,0,20628.7,65.3073,-10711.4,-1.33496,-0.881831,5.49618,80.3298,-0.0049289,0,0.749944,-0.363499,5.49618,77.7855,-0.00668067,0,0.726191
Methane,isobar,180.683,10,0.948148,2.17429,liquid-like,0,19824.1,68.1619,-10311.4,-1.18878,-1.69275,6.22174,103.83,-0.00702262,0,1.00694,-1.20287,6.22174,101.286,-0.00871623,0,0.982269
Methane,isobar,186.682,10,0.979629,2.17429,liquid-like,0,18943,71.8673,-9891.9,-1.05646,-2.6423,6.68909,131.051,-0.00952485,0,1.32484,-2.18331,6.68909,128.507,-0.011164,0,1.29912
Methane,isobar,192.681,10,1.01111,2.17429,supercritical,0,17963.5,76.774,-9446.74,-0.937025,-3.71309,6.60401,160.921,-0.0124467,0,1.70346,-3.28749,6.60401,158.377,-0.0140348,0,1.67653
Methane,isobar,198.681,10,1.04259,2.17429,supercritical,0,16856.6,83.3611,-8967.36,-0.82971,-4.83539,5.42858,190.305,-0.0157582,0,2.1222,-4.44539,5.42858,187.761,-0.0172984,0,2.09383
Methane,isobar,204.68,10,1.07407,2.17429,supercritical,0,15587.2,92.025,-8442.3,-0.734009,-5.82074,2.40172,211.688,-0.0193425,0,2.50747,-5.46766,2.40172,209.144,-0.0208375,0,2.47733
Methane,isobar,210.679,10,1.10556,2.17429,supercritical,0,14134.7,101.765,-7860.76,-0.649635,-6.29329,-2.59321,211.562,-0.0229238,0,2.69137,-5.97643,-2.59321,209.017,-0.0243763,0,2.659
