fluid,set,T,P_MPa,Tr,Pr,phase,band,rho_ref,cp_ref,h_ref,lnphi_ref,drho_a,dcp_a,dh_a,dlnphi_a,mismatch_a,dh_pct_a,drho_b,dcp_b,dh_b,dlnphi_b,mismatch_b,dh_pct_b
Methane,isobar,216.678,10,1.13704,2.17429,supercritical,0,12557.4,107.906,-7228.39,-0.576364,-5.85522,-7.58877,178.43,-0.0260525,0,2.46846,-5.57119,-7.58877,175.886,-0.0274647,0,2.43326
Methane,isobar,222.678,10,1.16852,2.17429,supercritical,0,11033.2,105.51,-6583.7,-0.513632,-4.58541,-10.1363,119.676,-0.0283039,0,1.81776,-4.32916,-10.1363,117.131,-0.0296782,0,1.77911
Methane,isobar,228.677,10,1.2,2.17429,supercritical,0,9737.64,96.3808,-5976.16,-0.460244,-3.07962,-9.95403,57.5563,-0.0295551,0,0.963098,-2.84633,-9.95403,55.012,-0.0308932,0,0.920525
Methane,sat-liquid,90.7,0.0117049,0.475956,0.002545,liquid-like,0,28141.4,54.0291,-15765.9,-0.00756232,1.0523,-1.25139,26.3277,0.0155309,0,0.166991,1.78877,-1.25139,26.3247,0.0155269,0,0.166972
Methane,sat-vapour,90.7,0.0117049,0.475956,0.002545,vapour-like,0,15.6406,33.8512,-7034.57,-0.00756232,-0.161709,-1.27959,7.86384,0.00155682,0,0.111788,-0.161313,-1.27959,7.86086,0.00155287,0,0.111746
Methane,sat-liquid,100,0.0343759,0.524758,0.00747432,liquid-like,0,27357.1,54.6806,-15260.1,-0.0164834,1.36417,-0.934319,20.795,0.0126232,0,0.136271,2.08441,-0.934319,20.7863,0.0126127,0,0.136213
Methane,sat-vapour,100,0.0343759,0.524758,0.00747432,vapour-like,0,42.048,34.4252,-6749.65,-0.0164834,-0.261372,-2.31491,15.133,0.00241961,0,0.224205,-0.260308,-2.31491,15.1243,0.00240909,0,0.224075
Methane,sat-liquid,111.67,0.101348,0.585997,0.0220361,liquid-like,0,26326.6,55.8466,-14613.9,-0.0352447,1.56341,-0.23552,16.7936,0.0102617,0,0.114915,2.25907,-0.23552,16.7678,0.0102339,0,0.114739
Methane,sat-vapour,111.67,0.101348,0.585997,0.0220361,vapour-like,0,113.247,35.5782,-6418.86,-0.0352447,-0.371984,-4.023,27.6895,0.00315687,0,0.431377,-0.369124,-4.023,27.6637,0.0031291,0,0.430975
Methane,sat-liquid,130,0.36732,0.682186,0.079866,liquid-like,0,24561.6,58.6841,-13561.2,-0.0840011,1.30094,1.98958,24.4159,0.0073047,0,0.180043,1.9463,1.98958,24.3225,0.00721824,0,0.179354
Methane,sat-vapour,130,0.36732,0.682186,0.079866,vapour-like,0,372.78,38.8364,-5988.4,-0.0840011,-0.394734,-7.4329,51.9021,0.0021648,0,0.866711,-0.385323,-7.4329,51.8087,0.00207833,0,0.865151
Methane,sat-liquid,150,1.03996,0.787137,0.226118,liquid-like,0,22309,64.9321,-12325.6,-0.163656,-0.234732,6.64064,71.0853,0.00197371,0,0.576727,0.333426,6.64064,70.8207,0.00176156,0,0.574581
Methane,sat-vapour,150,1.03996,0.787137,0.226118,vapour-like,0,1017.75,46.6572,-5706.63,-0.163656,-0.0584863,-12.2377,78.796,-0.00334434,0,1.38078,-0.0326156,-12.2377,78.5314,-0.00355649,0,1.37614
Methane,sat-liquid,170,2.32835,0.892089,0.506251,liquid-like,0,19354.6,83.218,-10904.3,-0.268155,-4.29547,16.6826,203.047,-0.00866526,0,1.86208,-3.8423,16.6826,202.455,-0.00908438,0,1.85665
Methane,sat-vapour,170,2.32835,0.892089,0.506251,vapour-like,0,2429.37,71.5272,-5765.81,-0.268155,0.680454,-18.9534,104.446,-0.0135022,0,1.81146,0.743147,-18.9534,103.853,-0.0139213,0,1.80119
Methane,sat-liquid,185,3.86169,0.970802,0.839644,liquid-like,1,15667.9,178.222,-9472.1,-0.363575,-11.661,39.0618,461.414,-0.0213052,0,4.87129,-11.3488,39.0618,460.431,-0.021944,0,4.86092
Methane,sat-vapour,185,3.86169,0.970802,0.839644,vapour-like,1,5013.75,217.012,-6392.32,-0.363575,0.685986,-27.9338,148.574,-0.0229507,0,2.32426,0.815472,-27.9338,147.592,-0.0235894,0,2.30889
Methane,probe-dense,110,10,0.577234,2.17429,liquid-like,0,26998.7,54.2204,-14467.6,-4.3583,1.43159,-1.38914,20.6069,0.00454833,0,0.142435,2.14327,-1.38914,18.0626,0.00176646,0,0.124849
Methane,probe-dense,150,10,0.787137,2.17429,liquid-like,0,23414,58.5039,-12227.5,-2.11328,1.15037,2.0994,22.5818,0.000180737,0,0.184681,1.76357,2.0994,20.0376,-0.0018593,0,0.163873
Methane,probe-dense,190.6,4.6,1.00019,1.00017,supercritical,1,8504.79,4165.35,-7453.18,-0.404939,-2.67162,-26.6834,264.42,-0.0263392,0,3.54774,-2.46621,-26.6834,263.249,-0.0270777,0,3.53204
Methane,probe-dense,200,6,1.04952,1.30457,supercritical,1,10213.1,307.897,-7443.33,-0.462764,-5.43429,-22.8866,226.405,-0.0294865,0,3.04172,-5.20134,-22.8866,224.879,-0.0304046,0,3.02121
Methane,probe-dense,200,10,1.04952,2.17429,supercritical,0,16592.5,85.0852,-8856.25,-0.807679,-5.07387,4.94729,196.078,-0.0165297,0,2.214,-4.69193,4.94729,193.533,-0.0180598,0,2.18528
Methane,probe-dense,250,10,1.3119,2.17429,supercritical,0,7007.87,66.8741,-4274.94,-0.323801,-0.0638288,-4.55989,-67.5758,-0.0288791,0,-1.58074,0.114561,-4.55989,-70.12,-0.0301031,0,-1.64026
Methane,probe-dense,300,10,1.57427,2.17429,supercritical,0,4685.93,48.1647,-1537.54,-0.159535,0.831749,-0.168544,-117.999,-0.0206641,0,-7.67454,0.953109,-0.168544,-120.543,-0.0216841,0,-7.84002
Ethane,isobar,102.369,0.1,0.335281,0.0205246,liquid-like,0,21230.9,68.5004,-25895.7,-8.6146,-1.97059,-8.63009,479.2,0.171791,0,1.8505,-1.18876,-8.63009,479.162,0.171747,0,1.85035
Ethane,isobar,114.37,0.1,0.374587,0.0205246,liquid-like,0,20792.6,68.3925,-25075.1,-6.48298,-1.29,-7.92455,411.708,0.116783,0,1.6419,-0.513733,-7.92455,411.67,0.116743,0,1.64175
Ethane,isobar,126.37,0.1,0.413892,0.0205246,liquid-like,0,20350.8,68.7857,-24252.3,-4.7945,-0.673888,-7.53085,348.168,0.07876,0,1.43561,0.0953136,-7.53085,348.13,0.0787238,0,1.43545
Ethane,isobar,138.371,0.1,0.453198,0.0205246,liquid-like,0,19903.5,69.3974,-23423.3,-3.43018,-0.127086,-7.08956,287.481,0.0524727,0,1.22733,0.633417,-7.08956,287.443,0.0524396,0,1.22717
Ethane,isobar,150.372,0.1,0.492503,0.0205246,liquid-like,0,19448.6,70.1568,-22586,-2.3098,0.342475,-6.49189,230.509,0.0344783,0,1.02058,1.09249,-6.49189,230.471,0.0344479,0,1.02042
Ethane,isobar,162.373,0.1,0.531808,0.0205246,liquid-like,0,18983.5,71.0749,-21738.8,-1.37734,0.724574,-5.71846,178.666,0.0223749,0,0.821879,1.46213,-5.71846,178.628,0.0223468,0,0.821704
Ethane,isobar,174.374,0.1,0.571114,0.0205246,liquid-like,0,18505.3,72.1958,-20879.3,-0.592549,1.00622,-4.77477,133.465,0.014424,0,0.639223,1.72911,-4.77477,133.427,0.0143978,0,0.639041
Ethane,isobar,183.825,0.1,0.602069,0.0205246,liquid-like,0,18117,73.2613,-20192.1,-0.0587772,1.1464,-3.91493,103.554,0.0102287,0,0.512844,1.85599,-3.91493,103.516,0.0102038,0,0.512655
Ethane,isobar,184.825,0.1,0.605345,0.0205246,vapour-like,0,67.2931,43.0716,-5408.35,-0.0320784,-0.332539,-2.53277,39.9694,0.00268947,0,0.739031,-0.329998,-2.53277,39.9314,0.00266473,0,0.738328
Ethane,isobar,186.374,0.1,0.610419,0.0205246,vapour-like,0,66.6729,43.1423,-5341.56,-0.0312503,-0.306722,-2.45872,38.3027,0.00247776,0,0.71707,-0.304203,-2.45872,38.2647,0.00245323,0,0.716358
Ethane,isobar,198.375,0.1,0.649725,0.0205246,vapour-like,0,62.2641,43.7255,-4820.37,-0.0257417,-0.15228,-1.85576,27.028,0.00120773,0,0.560704,-0.14992,-1.85576,26.99,0.00118468,0,0.559916
Ethane,isobar,210.376,0.1,0.68903,0.0205246,vapour-like,0,58.4458,44.4116,-4291.66,-0.0215039,-0.0579979,-1.29792,18.7607,0.000421285,0,0.437144,-0.0557784,-1.29792,18.7227,0.00039955,0,0.436258
Ethane,isobar,222.377,0.1,0.728335,0.0205246,vapour-like,0,55.0975,45.2484,-3753.81,-0.0181763,-0.00124408,-0.902331,12.9171,-6.38669e-05,0,0.344106,0.00085057,-0.902331,12.879,-8.44285e-05,0,0.343093
Ethane,isobar,234.378,0.1,0.767641,0.0205246,vapour-like,0,52.1312,46.2191,-3205.09,-0.0155139,0.0327431,-0.638181,8.74175,-0.000361645,0,0.272746,0.0347263,-0.638181,8.70374,-0.000381154,0,0.27156
Ethane,isobar,246.378,0.1,0.806946,0.0205246,vapour-like,0,49.481,47.2992,-2644.04,-0.0133501,0.0527688,-0.46012,5.69441,-0.000540765,0,0.215368,0.0546519,-0.46012,5.65639,-0.000559324,0,0.21393
Ethane,isobar,258.379,0.1,0.846251,0.0205246,vapour-like,0,47.0964,48.4698,-2069.47,-0.0115683,0.0640603,-0.337064,3.42659,-0.000643345,0,0.165578,0.0658531,-0.337064,3.38857,-0.000661041,0,0.163741
Ethane,isobar,270.38,0.1,0.885557,0.0205246,vapour-like,0,44.9378,49.7164,-1480.38,-0.0100847,0.0697937,-0.249866,1.71312,-0.000695898,0,0.115722,0.0715045,-0.249866,1.6751,-0.00071281,0,0.113154
Ethane,isobar,282.381,0.1,0.924862,0.0205246,vapour-like,0,42.9733,51.0274,-875.936,-0.00883748,0.0719525,-0.186734,0.404392,-0.000715545,0,0.0404392,0.0735886,-0.186734,0.366374,-0.000731738,0,0.0366374
Ethane,isobar,294.382,0.1,0.964168,0.0205246,vapour-like,0,41.1772,52.3927,-255.424,-0.00778023,0.0718068,-0.140213,-0.602203,-0.000713569,0,-0.0602203,0.0733745,-0.140213,-0.64022,-0.000729102,0,-0.064022
Ethane,isobar,306.382,0.1,1.00347,0.0205246,vapour-like,0,39.5281,53.8035,381.755,-0.00687728,0.0701866,-0.105443,-1.3791,-0.00069753,0,-0.13791,0.0716915,-0.105443,-1.41711,-0.000712454,0,-0.141711
Ethane,isobar,318.383,0.1,1.04278,0.0205246,vapour-like,0,38.0083,55.2517,1036.1,-0.00610098,0.067643,-0.0791585,-1.97875,-0.000672552,0,-0.190981,0.06909,-0.0791585,-2.01677,-0.000686913,0,-0.194651
Ethane,isobar,330.384,0.1,1.08208,0.0205246,vapour-like,0,36.6028,56.7299,1708,-0.00542953,0.064546,-0.0591064,-2.43997,-0.000642134,0,-0.142855,0.0659394,-0.0591064,-2.47799,-0.000655974,0,-0.145081
Ethane,isobar,342.385,0.1,1.12139,0.0205246,vapour-like,0,35.2991,58.2314,2397.8,-0.0048456,0.0611455,-0.0436986,-2.79201,-0.000608678,0,-0.11644,0.0624892,-0.0436986,-2.83002,-0.000622032,0,-0.118026
Ethane,isobar,354.386,0.1,1.16069,0.0205246,vapour-like,0,34.0862,59.7499,3105.72,-0.00433524,0.0576107,-0.0317923,-3.05724,-0.000573828,0,-0.0984391,0.0589081,-0.0317923,-3.09526,-0.000586731,0,-0.0996632
Ethane,isobar,366.386,0.1,1.2,0.0205246,vapour-like,0,32.9548,61.28,3831.94,-0.00388713,0.0540556,-0.0225525,-3.25303,-0.000538709,0,-0.0848924,0.0553098,-0.0225525,-3.29104,-0.000551189,0,-0.0858845
Ethane,isobar,102.369,0.5,0.335281,0.102623,liquid-like,0,21236.2,68.4887,-25880.2,-10.2019,-1.97993,-8.64131,480.705,0.172237,0,1.85743,-1.19805,-8.64131,480.515,0.172014,0,1.85669
Ethane,isobar,114.37,0.5,0.374587,0.102623,liquid-like,0,20798.6,68.3763,-25059.7,-8.07219,-1.29881,-7.93702,413.131,0.117048,0,1.64859,-0.522453,-7.93702,412.941,0.116849,0,1.64783
Ethane,isobar,126.37,0.5,0.413892,0.102623,liquid-like,0,20357.6,68.7646,-24237.1,-6.38523,-0.681759,-7.54614,349.494,0.0788877,0,1.44198,0.0875785,-7.54614,349.304,0.0787067,0,1.4412
Ethane,isobar,138.371,0.5,0.453198,0.102623,liquid-like,0,19911.2,69.3704,-23408.4,-5.02215,-0.133513,-7.1088,288.686,0.0524955,0,1.23326,0.627186,-7.1088,288.496,0.0523303,0,1.23245
Ethane,isobar,150.372,0.5,0.492503,0.102623,liquid-like,0,19457.2,70.1219,-22571.5,-3.90279,0.338155,-6.5163,231.558,0.0344226,0,1.02589,1.08845,-6.5163,231.368,0.0342705,0,1.02504
Ethane,isobar,162.373,0.5,0.531808,0.102623,liquid-like,0,18993.4,71.0296,-21724.7,-2.97117,0.723263,-5.7497,179.51,0.0222628,0,0.826291,1.46119,-5.7497,179.32,0.022122,0,0.825417
Ethane,isobar,174.374,0.5,0.571114,0.102623,liquid-like,0,18516.8,72.1363,-20865.9,-2.18708,1.00917,-4.81525,134.036,0.0142753,0,0.642367,1.73255,-4.81525,133.846,0.0141442,0,0.641456
Ethane,isobar,186.374,0.5,0.610419,0.102623,liquid-like,0,18023.5,73.5023,-19992.3,-1.52093,1.17944,-3.7186,96.6566,0.00916762,0,0.483469,1.8858,-3.7186,96.4666,0.00904495,0,0.482518
Ethane,isobar,198.375,0.5,0.649725,0.102623,liquid-like,0,17508.9,75.2061,-19100.4,-0.950508,1.21186,-2.45236,69.0246,0.00595765,0,0.361378,1.89836,-2.45236,68.8346,0.0058424,0,0.360383
Ethane,isobar,210.376,0.5,0.68903,0.102623,liquid-like,0,16966.3,77.359,-18185.5,-0.458888,1.07516,-0.986023,53.1547,0.00387735,0,0.292292,1.73844,-0.986023,52.9646,0.00376868,0,0.291247
Ethane,isobar,219.935,0.5,0.720338,0.102623,liquid-like,0,16508.1,79.5092,-17436.1,-0.114859,0.815037,0.369707,50.746,0.00260734,0,0.29104,1.45696,0.369707,50.5559,0.00250339,0,0.28995
Ethane,isobar,220.935,0.5,0.723613,0.102623,vapour-like,0,303.547,51.7671,-4299.5,-0.0971835,-0.405586,-7.7585,103.016,0.00152679,0,2.39601,-0.394138,-7.7585,102.826,0.00142331,0,2.39158
Ethane,isobar,222.377,0.5,0.728335,0.102623,vapour-like,0,300.777,51.5416,-4225.02,-0.0951432,-0.345551,-7.23508,97.4373,0.00117312,0,2.3062,-0.334194,-7.23508,97.2472,0.00107031,0,2.3017
Ethane,isobar,234.378,0.5,0.767641,0.102623,vapour-like,0,280.119,50.752,-3612.63,-0.0803455,0.000450924,-4.54566,62.4319,-0.00101041,0,1.72816,0.0111015,-4.54566,62.2418,-0.00110796,0,1.72289
Ethane,isobar,246.378,0.5,0.806946,0.102623,vapour-like,0,262.754,50.8299,-3003.62,-0.0686093,0.18573,-3.10109,39.4961,-0.00227088,0,1.31495,0.195758,-3.10109,39.306,-0.00236367,0,1.30862
Ethane,isobar,258.379,0.5,0.846251,0.102623,vapour-like,0,247.808,51.312,-2391.05,-0.0591141,0.285473,-2.16357,23.5667,-0.00297812,0,0.985623,0.294949,-2.16357,23.3766,-0.0030666,0,0.977673
Ethane,isobar,270.38,0.5,0.885557,0.102623,vapour-like,0,234.731,52.0595,-1771,-0.0513118,0.335596,-1.52902,12.2483,-0.00334338,0,0.691606,0.344581,-1.52902,12.0582,-0.00342794,0,0.680873
Ethane,isobar,282.381,0.5,0.924862,0.102623,vapour-like,0,223.145,52.9978,-1140.77,-0.0448178,0.356342,-1.09296,4.07436,-0.00349469,0,0.357158,0.364886,-1.09296,3.88427,-0.00357565,0,0.340495
Ethane,isobar,294.382,0.5,0.964168,0.102623,vapour-like,0,212.778,54.0779,-498.399,-0.0393542,0.359615,-0.788965,-1.9096,-0.00351155,0,-0.19096,0.367763,-0.788965,-2.09969,-0.00358922,0,-0.209969
Ethane,isobar,306.382,0.5,1.00347,0.102623,vapour-like,0,203.426,55.2649,157.608,-0.0347152,0.352551,-0.573577,-6.33676,-0.00344429,0,-0.633676,0.36034,-0.573577,-6.52685,-0.0035189,0,-0.652685
Ethane,isobar,318.383,0.5,1.04278,0.102623,vapour-like,0,194.933,56.5337,828.373,-0.0307449,0.339485,-0.418403,-9.63405,-0.00332525,0,-0.963405,0.346947,-0.418403,-9.82414,-0.00339705,0,-0.982414
Ethane,isobar,330.384,0.5,1.08208,0.102623,vapour-like,0,187.175,57.8653,1514.76,-0.0273232,0.323092,-0.304845,-12.0949,-0.00317555,0,-0.798471,0.330254,-0.304845,-12.285,-0.00324475,0,-0.81102
Ethane,isobar,342.385,0.5,1.12139,0.102623,vapour-like,0,180.054,59.245,2217.42,-0.0243562,0.305035,-0.220587,-13.9254,-0.0030091,0,-0.627998,0.311923,-0.220587,-14.1155,-0.00307587,0,-0.63657
Ethane,isobar,354.386,0.5,1.16069,0.102623,vapour-like,0,173.488,60.661,2936.88,-0.0217692,0.286361,-0.15734,-15.2733,-0.0028351,0,-0.520053,0.292995,-0.15734,-15.4634,-0.00289961,0,-0.526525
Ethane,isobar,366.386,0.5,1.2,0.102623,vapour-like,0,167.412,62.1036,3673.49,-0.0195024,0.267722,-0.10942,-16.2471,-0.00265966,0,-0.442279,0.274121,-0.10942,-16.4372,-0.00272205,0,-0.447454
Ethane,isobar,102.369,1,0.335281,0.205246,liquid-like,0,21242.9,68.4743,-25860.8,-10.8674,-1.99162,-8.65523,482.589,0.172798,0,1.8661,-1.20968,-8.65523,482.209,0.172351,0,1.86463
Ethane,isobar,114.37,1,0.374587,0.205246,liquid-like,0,20806.1,68.3563,-25040.5,-8.74006,-1.30985,-7.95248,414.913,0.117383,0,1.65697,-0.533385,-7.95248,414.533,0.116983,0,1.65545
Ethane,isobar,126.37,1,0.413892,0.205246,liquid-like,0,20366,68.7385,-24218.2,-7.05501,-0.691652,-7.56507,351.158,0.0790493,0,1.44998,0.0778532,-7.56507,350.777,0.0786874,0,1.44841
Ethane,isobar,138.371,1,0.453198,0.205246,liquid-like,0,19920.7,69.3369,-23389.8,-5.69348,-0.141637,-7.13257,290.2,0.0525256,0,1.24071,0.619304,-7.13257,289.819,0.0521951,0,1.23908
Ethane,isobar,150.372,1,0.492503,0.205246,liquid-like,0,19468,70.0789,-22553.4,-4.57539,0.332614,-6.54641,232.878,0.0343539,0,1.03256,1.08324,-6.54641,232.498,0.0340498,0,1.03088
Ethane,isobar,162.373,1,0.531808,0.205246,liquid-like,0,19005.8,70.9738,-21707.2,-3.64483,0.721403,-5.78812,180.578,0.022123,0,0.831878,1.45979,-5.78812,180.197,0.0218414,0,0.830127
Ethane,isobar,174.374,1,0.571114,0.205246,liquid-like,0,18531,72.0631,-20849.2,-2.86161,1.01251,-4.86489,134.769,0.014089,0,0.646399,1.7365,-4.86489,134.389,0.0138268,0,0.644575
Ethane,isobar,186.374,1,0.610419,0.205246,liquid-like,0,18040.1,73.405,-19976.6,-2.19618,1.19015,-3.78387,96.9352,0.0089581,0,0.485244,1.89732,-3.78387,96.555,0.00871277,0,0.483341
Ethane,isobar,198.375,1,0.649725,0.205246,liquid-like,0,17528.4,75.0742,-19086,-1.62635,1.23315,-2.54035,68.6688,0.00574867,0,0.359786,1.92071,-2.54035,68.2886,0.00551817,0,0.357794
Ethane,isobar,210.376,1,0.68903,0.205246,liquid-like,0,16989.7,77.175,-18173,-1.1352,1.11196,-1.10869,51.88,0.00369523,0,0.285479,1.77664,-1.10869,51.4998,0.00347788,0,0.283387
Ethane,isobar,222.377,1,0.728335,0.205246,liquid-like,0,16415.3,79.8701,-17231.3,-0.709655,0.783217,0.571415,49.1643,0.00217657,0,0.285319,1.42111,0.571415,48.7842,0.00197096,0,0.283113
Ethane,isobar,234.378,1,0.767641,0.205246,liquid-like,0,15792,83.4491,-16252.4,-0.339539,0.179062,2.62508,64.4993,0.0006547,0,0.396859,0.785228,2.62508,64.1191,0.000459612,0,0.39452
Ethane,isobar,240.598,1,0.788014,0.205246,liquid-like,0,15442.9,85.8265,-15726.2,-0.166813,-0.277786,3.91593,81.6397,-0.000305476,0,0.519131,0.309494,3.91593,81.2595,-0.000495521,0,0.516714
Ethane,isobar,241.598,1,0.791289,0.205246,vapour-like,0,597.59,59.7499,-3822.47,-0.152378,-0.169267,-10.4015,136.676,-0.00216802,0,3.5756,-0.14662,-10.4015,136.296,-0.00235728,0,3.56565
Ethane,isobar,246.378,1,0.806946,0.205246,vapour-like,0,577.52,58.3026,-3540.59,-0.142638,0.0826965,-8.31014,110.502,-0.00335738,0,3.12101,0.104693,-8.31014,110.122,-0.00354297,0,3.11027
Ethane,isobar,258.379,1,0.846251,0.205246,vapour-like,0,534.889,56.6383,-2852.72,-0.121856,0.452892,-5.36205,64.6052,-0.00531044,0,2.26469,0.473416,-5.36205,64.225,-0.00548741,0,2.25136
Ethane,isobar,270.38,1,0.885557,0.205246,vapour-like,0,500.052,56.1534,-2176.68,-0.10511,0.626762,-3.67314,34.4768,-0.00631866,0,1.58392,0.646015,-3.67314,34.0966,-0.00648778,0,1.56645
Ethane,isobar,282.381,1,0.924862,0.205246,vapour-like,0,470.657,56.2563,-1502.63,-0.091371,0.700647,-2.55282,13.7383,-0.00676542,0,0.914282,0.718795,-2.55282,13.3581,-0.00692734,0,0.888982
Ethane,isobar,294.382,1,0.964168,0.205246,vapour-like,0,445.303,56.7389,-824.926,-0.0799373,0.719965,-1.7876,-0.803562,-0.00687214,0,-0.0803562,0.737142,-1.7876,-1.18374,-0.00702747,0,-0.118374
Ethane,isobar,306.382,1,1.00347,0.205246,vapour-like,0,423.077,57.486,-139.752,-0.0703101,0.70927,-1.25996,-11.1299,-0.00677312,0,-1.11299,0.725585,-1.25996,-11.5101,-0.00692236,0,-1.15101
Ethane,isobar,318.383,1,1.04278,0.205246,vapour-like,0,403.345,58.4221,555.584,-0.0621243,0.682385,-0.892211,-18.5336,-0.00655135,0,-1.85336,0.697932,-0.892211,-18.9137,-0.00669497,0,-1.89137
Ethane,isobar,330.384,1,1.08208,0.205246,vapour-like,0,385.653,59.4958,1263.02,-0.0551057,0.647226,-0.632358,-23.8715,-0.00625887,0,-1.89004,0.66208,-0.632358,-24.2517,-0.00639727,0,-1.92014
Ethane,isobar,342.385,1,1.12139,0.205246,vapour-like,0,369.658,60.671,1983.98,-0.0490445,0.608362,-0.445985,-27.7203,-0.00592866,0,-1.3972,0.622589,-0.445985,-28.1005,-0.00606221,0,-1.41637
Ethane,isobar,354.386,1,1.16069,0.205246,vapour-like,0,355.1,61.9213,2719.52,-0.0437772,0.568445,-0.310365,-30.4744,-0.00558178,0,-1.12058,0.582101,-0.310365,-30.8546,-0.00571081,0,-1.13456
Ethane,isobar,366.386,1,1.2,0.205246,vapour-like,0,341.771,63.2275,3470.42,-0.0391741,0.529005,-0.210393,-32.4096,-0.00523172,0,-0.933882,0.542138,-0.210393,-32.7898,-0.00535652,0,-0.944837
Ethane,isobar,102.369,2,0.335281,0.410492,liquid-like,0,21256.2,68.4458,-25821.9,-11.5052,-2.01505,-8.68277,486.367,0.173928,0,1.88354,-1.233,-8.68277,485.607,0.173035,0,1.8806
Ethane,isobar,114.37,2,0.374587,0.410492,liquid-like,0,20821,68.3167,-25002.1,-9.38268,-1.33203,-7.98299,418.49,0.118059,0,1.67382,-0.555355,-7.98299,417.73,0.117259,0,1.67078
Ethane,isobar,126.37,2,0.413892,0.410492,liquid-like,0,20382.8,68.6872,-24180.3,-7.70144,-0.711614,-7.60233,354.5,0.0793794,0,1.46607,0.0582193,-7.60233,353.74,0.0786557,0,1.46292
Ethane,isobar,138.371,2,0.453198,0.410492,liquid-like,0,19939.6,69.2712,-23352.6,-6.34301,-0.158174,-7.17926,293.248,0.0525911,0,1.25574,0.603243,-7.17926,292.487,0.0519302,0,1.25248
Ethane,isobar,150.372,2,0.492503,0.410492,liquid-like,0,19489.5,69.9945,-22517.1,-5.22747,0.321074,-6.60533,235.548,0.0342201,0,1.04609,1.07236,-6.60533,234.788,0.033612,0,1.04271
Ethane,isobar,162.373,2,0.531808,0.410492,liquid-like,0,19030.2,70.8647,-21672.1,-4.29902,0.71697,-5.863,182.756,0.0218449,0,0.843281,1.45625,-5.863,181.996,0.0212817,0,0.839772
Ethane,isobar,174.374,2,0.571114,0.410492,liquid-like,0,18559.1,71.9207,-20815.5,-3.51757,1.01809,-4.96111,136.299,0.0137152,0,0.654795,1.74327,-4.96111,135.539,0.0131907,0,0.651142
Ethane,isobar,186.374,2,0.610419,0.410492,liquid-like,0,18072.8,73.2165,-19944.9,-2.85359,1.20984,-3.90955,97.5914,0.00853429,0,0.489305,1.91858,-3.90955,96.831,0.00804362,0,0.485492
Ethane,isobar,198.375,2,0.649725,0.410492,liquid-like,0,17566.9,74.8201,-19057,-2.28495,1.27295,-2.70832,68.1152,0.00532103,0,0.357429,1.96257,-2.70832,67.3549,0.00486004,0,0.35344
Ethane,isobar,210.376,2,0.68903,0.410492,liquid-like,0,17035.7,76.8233,-18147.5,-1.79474,1.18098,-1.34014,49.5944,0.00331421,0,0.273285,1.8484,-1.34014,48.834,0.00287952,0,0.269095
Ethane,isobar,222.377,2,0.728335,0.410492,liquid-like,0,16471.6,79.365,-17211,-1.36991,0.896102,0.239096,44.2872,0.00190248,0,0.25732,1.53763,0.239096,43.5269,0.00149124,0,0.252902
Ethane,isobar,234.378,2,0.767641,0.410492,liquid-like,0,15862.9,82.6819,-16239.6,-1.00026,0.361057,2.1198,55.5075,0.000566949,0,0.341805,0.972182,2.1198,54.7472,0.000176772,0,0.337122
Ethane,isobar,246.378,2,0.806946,0.410492,liquid-like,0,15191.2,87.2355,-15221.6,-0.677831,-0.517752,4.48845,88.7113,-0.00117439,0,0.5828,0.0571156,4.48845,87.9509,-0.00154556,0,0.577804
Ethane,isobar,258.379,2,0.846251,0.410492,liquid-like,0,14423.3,94.0976,-14136.7,-0.396439,-1.91349,7.78895,154.331,-0.00384093,0,1.0917,-1.38309,7.78895,153.57,-0.00419486,0,1.08632
Ethane,isobar,265.509,2,0.869602,0.410492,liquid-like,0,13894.4,100.387,-13444.9,-0.246783,-3.131,10.6735,217.699,-0.00613722,0,1.61919,-2.63278,10.6735,216.939,-0.00648165,0,1.61353
Ethane,isobar,266.509,2,0.872877,0.410492,vapour-like,0,1241.42,78.4883,-3521.82,-0.235116,0.415158,-14.289,170.058,-0.00975289,0,4.8287,0.462768,-14.289,169.298,-0.010096,0,4.80711
Ethane,isobar,270.38,2,0.885557,0.410492,vapour-like,0,1193.88,74.3747,-3226.48,-0.223056,0.767726,-11.4505,132.291,-0.0107247,0,4.10017,0.813835,-11.4505,131.531,-0.0110629,0,4.07661
Ethane,isobar,282.381,2,0.924862,0.410492,vapour-like,0,1079.6,67.9208,-2378.74,-0.191211,1.27584,-6.79076,57.4583,-0.0124566,0,2.41549,1.31795,-6.79076,56.698,-0.0127804,0,2.38353
Ethane,isobar,294.382,2,0.964168,0.410492,vapour-like,0,994.79,65.1667,-1582.28,-0.165637,1.41979,-4.43019,13.5349,-0.0130485,0,0.855406,1.4587,-4.43019,12.7746,-0.0133592,0,0.807352
Ethane,isobar,306.382,2,1.00347,0.410492,vapour-like,0,927.362,63.9422,-808.656,-0.14462,1.42521,-2.96303,-14.672,-0.0130266,0,-1.4672,1.46149,-2.96303,-15.4323,-0.0133251,0,-1.54323
Ethane,isobar,318.383,2,1.04278,0.410492,vapour-like,0,871.525,63.5633,-44.2226,-0.127061,1.37058,-1.99754,-33.3869,-0.0126636,0,-3.33869,1.40464,-1.99754,-34.1472,-0.0129508,0,-3.41472
