Temperature (K)	Pressure (kPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
100.000000000	101.325000000	3.48311468290	0.287099361072	2.03917056771	2.85409230282	159.386454110	21.0530257161	30.0249292065	201.612250911	16.0848402673	6.95879215788	0.00938204697618	vapor
200.000000000	101.325000000	1.71065589399	0.584571101360	4.13941341699	5.79869853153	179.824794412	20.8148833448	29.2321313603	288.103101089	4.67838502876	12.9109959344	0.0182801950564	vapor
