Temperature (K)	Pressure (kPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
102.290931460	909.089053000	675.190699608	0.00148106305460	-1.93765758557	-1.89993972598	96.0144543837	27.3726331142	66.7513133161	577.372553679	0.0159163818348	70.7810806869	0.0956030990919	0.00364519450089	37.4426335664	0.0267075230760	1.78028458944	2.46043834944	138.641674736	24.3401695316	44.4852380741	183.037954837	16.8722300046	7.67251749594	0.0112808627990
102.384205119	914.727853333	674.599832522	0.00148236028500	-1.93170133348	-1.89371628044	96.0729802104	27.3663933686	66.8332639453	576.220732955	0.0186559826091	70.5854311119	0.0954195439233	0.00362747825377	37.6818229149	0.0265379942541	1.78033010548	2.46035852350	138.599801597	24.3570934664	44.5928657090	183.024776861	16.8462709558	7.68274426598	0.0113049261383
102.477067152	920.366653667	674.010397788	0.00148365663687	-1.92576637952	-1.88751374584	96.1312467136	27.3602338474	66.9155353099	575.072556496	0.0214027977691	70.3911511564	0.0952367996566	0.00360985714380	37.9212677275	0.0263704264105	1.78036656577	2.46026664270	138.558108736	24.3740122886	44.7008967337	183.011302613	16.8204632650	7.69295036774	0.0113290068562
102.569521907	926.005454000	673.422375520	0.00148495214349	-1.91985247610	-1.88133187416	96.1892570164	27.3541539273	66.9981298221	573.927981735	0.0241568817623	70.1982212189	0.0950548577248	0.00359233017159	38.1609697888	0.0262047847718	1.78039404152	2.46016280550	138.516593626	24.3909259306	44.8093343583	182.997536143	16.7948048543	7.70313616203	0.0113531056104
102.661573659	931.644254333	672.835746132	0.00148624683773	-1.91395937967	-1.87517042139	96.2470141886	27.3481529981	67.0810499104	572.786966805	0.0269182890664	70.0066220855	0.0948737097052	0.00357489635477	38.4009308825	0.0260410353869	1.78041260252	2.46004710840	138.475253785	24.4078343206	44.9181818208	182.983481451	16.7692936903	7.71330200467	0.0113772230538
102.753226613	937.283054667	672.250490337	0.00148754075211	-1.90808685065	-1.86902914749	96.3045212479	27.3422304624	67.1642980199	571.649470526	0.0296870741969	69.8163349207	0.0946933473162	0.00355755472752	38.6411527920	0.0258791451017	1.78042231718	2.45991964604	138.434086773	24.4247373837	45.0274423881	182.969142483	16.7439277825	7.72344824653	0.0114013598336
102.844484904	942.921855000	671.666589137	0.00148883391875	-1.90223465331	-1.86290781622	96.3617811613	27.3363857356	67.2478766128	570.515452384	0.0324632917148	69.6273412571	0.0945137624141	0.00354030434028	38.8816373006	0.0257190815363	1.78042325255	2.45978051116	138.393090195	24.4416350423	45.1371193579	182.954523138	16.7187051821	7.73357523371	0.0114255165923
102.935352599	948.560655333	671.084023818	0.00149012636944	-1.89640255566	-1.85680619514	96.4187968460	27.3306182454	67.3317881684	569.384872520	0.0352469962332	69.4396229861	0.0943349469897	0.00352314425932	39.1223861914	0.0255608130625	1.78041547437	2.45962979470	138.352261694	24.4585272171	45.2472160602	182.939627263	16.6936239804	7.74368330763	0.0114496939674
103.025833699	954.199455667	670.502775941	0.00149141813559	-1.89059032943	-1.85072405546	96.4755711711	27.3249274315	67.4160351836	568.257691717	0.0380382424250	69.2531623490	0.0941568931659	0.00350607356638	39.3634012480	0.0254043087816	1.78039904705	2.45946758584	138.311598957	24.4754138277	45.3577358588	182.924458658	16.6686823078	7.75377280515	0.0114738925920
103.115932138	959.838256000	669.922827340	0.00149270924827	-1.88479774994	-1.84466117198	96.5321069579	27.3193127457	67.5006201730	567.133871380	0.0408370850295	69.0679419276	0.0939795931941	0.00348909135839	39.6046842543	0.0252495385036	1.78037403374	2.45929397197	138.271099708	24.4922947934	45.4686821526	182.909021075	16.6438783326	7.76384405868	0.0114981130945
103.205651788	965.477056333	669.344160111	0.00149399973824	-1.87902459602	-1.83861732302	96.5884069817	27.3137736509	67.5855456695	566.013373525	0.0436435788597	68.8839446364	0.0938030394517	0.00347219674707	39.8462369948	0.0250964727266	1.78034049634	2.45910903882	138.230761711	24.5091700338	45.5800583778	182.893318219	16.6192102594	7.77389739628	0.0115223560991
103.294996459	971.115856667	668.766756609	0.00149528963591	-1.87327064996	-1.83259229034	96.6444739724	27.3083096218	67.6708142243	564.896160770	0.0464577788088	68.7011537136	0.0936272244396	0.00345538885861	40.0880612551	0.0249450826179	1.78029849554	2.45891287041	138.190582766	24.5260394699	45.6918680088	182.877353748	16.5946763284	7.78393314178	0.0115466222261
103.383969899	976.754657000	668.190599441	0.00149657897138	-1.86753569741	-1.82658585903	96.7003106159	27.3029201439	67.7564284071	563.782196312	0.0492797398567	68.5195527134	0.0934521407788	0.00343866683341	40.3301588216	0.0247953399941	1.78024809081	2.45870554916	138.150560712	24.5429030246	45.8041145602	182.861131274	16.5702748137	7.79395161486	0.0115709120916
103.472575796	982.393457333	667.615671462	0.00149786777445	-1.86181952729	-1.82059781749	96.7559195546	27.2976047136	67.8423908067	562.671443925	0.0521095170773	68.3391254981	0.0932777812084	0.00342202982569	40.5725314822	0.0246472173036	1.78018934046	2.45848715584	138.110693420	24.5597606235	45.9168015881	182.844654362	16.5460040225	7.80395313115	0.0115952263082
103.560817782	988.032257667	667.041955768	0.00149915607460	-1.85612193179	-1.81462795731	96.8113033889	27.2923628381	67.9287040313	561.563867938	0.0549471656441	68.1598562305	0.0931041385829	0.00340547700324	40.8151810262	0.0245006876083	1.78012230163	2.45825776970	138.070978800	24.5766121957	46.0299326920	182.827926534	16.5218622941	7.81393800237	0.0116195654848
103.648699429	993.671058000	666.469435690	0.00150044390102	-1.85044270620	-1.80867607323	96.8664646777	27.2871940348	68.0153707084	560.459433231	0.0577927408374	67.9817293668	0.0929312058697	0.00338900754714	41.0581092445	0.0243557245670	1.78004703036	2.45801746841	138.031414794	24.5934576747	46.1435115160	182.810951266	16.4978479981	7.82390653635	0.0116439302269
103.736224257	999.309858333	665.898094789	0.00150173128265	-1.84478164893	-1.80274196305	96.9214059396	27.2820978313	68.1023934857	559.358105218	0.0606462980499	67.8047296488	0.0927589761465	0.00337262065143	41.3013179299	0.0242123024185	1.77996358157	2.45776632815	137.991999377	24.6102969989	46.2575417504	182.793731988	16.4739595343	7.83385903719	0.0116683211367
103.823395727	1004.94865867	665.327916854	0.00150301824810	-1.83913856138	-1.79682542761	96.9761296537	27.2770737653	68.1897750306	558.259849838	0.0635078927934	67.6288420980	0.0925874425994	0.00335631552285	41.5448088772	0.0240703959658	1.77987200909	2.45750442361	137.952730558	24.6271301124	46.3720271334	182.776272087	16.4501953308	7.84379580529	0.0116927388134
103.910217249	1010.58745900	664.758885894	0.00150430482573	-1.83351324793	-1.79092627065	97.0306382605	27.2721213843	68.2775180315	557.164633544	0.0663775807049	67.4540520078	0.0924165985201	0.00334009138061	41.7885838836	0.0239299805608	1.77977236568	2.45723182805	137.913606376	24.6439569660	46.4869714526	182.758574905	16.4265538434	7.85371713750	0.0117171838532
103.996692182	1016.22625933	664.190986132	0.00150559104366	-1.82790551582	-1.78504429881	97.0849341624	27.2672402454	68.3656251971	556.072423289	0.0692554175524	67.2803449379	0.0922464373043	0.00332394745606	42.0326447486	0.0237910320890	1.77966470308	2.45694861328	137.874624903	24.6607775179	46.6023785464	182.740643739	16.4030335546	7.86362332715	0.0117416568495
104.082823829	1021.86505967	663.624202005	0.00150687692971	-1.82231517513	-1.77917932155	97.1390197251	27.2624299149	68.4540992574	554.983186520	0.0721414592414	67.1077067075	0.0920769524487	0.00330788299251	42.2769932743	0.0236535269552	1.77954907200	2.45665484974	137.835784239	24.6775917339	46.7182523058	182.722481841	16.3796329724	7.87351466415	0.0117661583932
104.168615449	1027.50386000	663.058518154	0.00150816251148	-1.81674203871	-1.77333115107	97.1928972780	27.2576899686	68.5429429639	553.896891165	0.0750357618201	66.9361233890	0.0919081375500	0.00329189724491	42.5216312655	0.0235174420698	1.77942552212	2.45635060649	137.797082515	24.6943995891	46.8345966755	182.704092422	16.3563506295	7.88339143507	0.0117906890724
104.254070246	1033.14266033	662.493919423	0.00150944781632	-1.81118592213	-1.76749960229	97.2465691150	27.2530199912	68.6321590895	552.813505626	0.0779383814860	66.7655813027	0.0917399863017	0.00327598947965	42.7665605302	0.0233827548347	1.77929410216	2.45603595125	137.758517892	24.7112010678	46.9514156556	182.685478644	16.3331850824	7.89325392324	0.0118152494733
104.339191379	1038.78146067	661.930390856	0.00151073287133	-1.80564664359	-1.76168449277	97.3000374956	27.2484195763	68.7217504294	551.732998762	0.0808493745913	66.5960670102	0.0915724924929	0.00326015897433	43.0117828792	0.0232494431307	1.77915485987	2.45571095043	137.720088556	24.7279961645	47.0687133030	182.666643629	16.3101349101	7.90310240879	0.0118398401795
104.423981960	1044.42026100	661.367917686	0.00151201770340	-1.80012402391	-1.75588564265	97.3533046450	27.2438883261	68.8117198009	550.655339891	0.0837687976486	66.4275673095	0.0914056500062	0.00324440501751	43.2573001269	0.0231174853046	1.77900784206	2.45537566916	137.681792725	24.7447848847	47.1864937333	182.647590450	16.2871987139	7.91293716875	0.0118644617728
104.508445054	1050.05906133	660.806485340	0.00151330233916	-1.79461788644	-1.75010287461	97.4063727554	27.2394258516	68.9020700442	549.580498769	0.0866967073369	66.2600692289	0.0912394528156	0.00322872690850	43.5031140911	0.0229868601569	1.77885309457	2.45503017127	137.643628641	24.7615672456	47.3047611212	182.628322137	16.2643751159	7.92275847709	0.0118891148330
104.592583680	1055.69786167	660.246079428	0.00151458680507	-1.78912805704	-1.74433601381	97.4592439865	27.2350317719	68.9928040223	548.508445590	0.0896331605070	66.0935600221	0.0910738949848	0.00321312395711	43.7492265932	0.0228575469299	1.77869066238	2.45467451939	137.605594573	24.7783432766	47.4235197032	182.608841677	16.2416627585	7.93256660486	0.0119137999381
104.676400814	1061.33666200	659.686685742	0.00151587112733	-1.78365436399	-1.73858488784	97.5119204659	27.2307057145	69.0839246215	547.439150972	0.0925782141869	65.9280271632	0.0909089706654	0.00319759548351	43.9956394584	0.0227295252964	1.77852058953	2.45430877491	137.567688816	24.7951130200	47.5427737778	182.589152009	16.2190603033	7.94236182016	0.0119385176645
104.759899386	1066.97546233	659.128290251	0.00151715533196	-1.77819663799	-1.73284932667	97.5644042904	27.2264473148	69.1754347519	546.372585951	0.0955319255881	65.7634583410	0.0907446740952	0.00318214081794	44.2423545159	0.0226027753482	1.77834291920	2.45393299802	137.529909691	24.8118765318	47.6625277078	182.569256026	16.1965664306	7.95214438831	0.0119632685871
104.843082288	1072.61426267	658.570879100	0.00151843944477	-1.77275471205	-1.72712916262	97.6166975260	27.2222562164	69.2673373475	545.308721972	0.0984943521099	65.5998414547	0.0905809995963	0.00316675930056	44.4893735992	0.0224772775856	1.77815769371	2.45354724775	137.492255542	24.8286338823	47.7827859210	182.549156578	16.1741798386	7.96191457184	0.0119880532794
104.925952365	1078.25306300	658.014438601	0.00151972349137	-1.76732842150	-1.72142423028	97.6688022087	27.2181320704	69.3596353664	544.247530881	0.101465551346	65.4371646091	0.0904179415736	0.00315145028124	44.7366985458	0.0223530129067	1.77796495450	2.45315158197	137.454724739	24.8453851566	47.9035529120	182.528856467	16.1518992423	7.97167263057	0.0120128723137
105.008512424	1083.89186333	657.458955236	0.00152100749718	-1.76191760392	-1.71573436648	97.7207203455	27.2140745358	69.4523317918	543.188984916	0.104445581090	65.2754161098	0.0902554945134	0.00313621311939	44.9843311981	0.0222299625973	1.77776474222	2.45274605743	137.417315675	24.8621304551	48.0248332431	182.508358449	16.1297233732	7.98141882172	0.0120377262612
105.090765232	1089.53066367	656.904415648	0.00152229148744	-1.75652209907	-1.71005941024	97.7724539145	27.2100832788	69.5454296315	542.133056701	0.107434499338	65.1145844586	0.0900936529812	0.00312104718372	45.2322734027	0.0221081083212	1.77755709667	2.45233072974	137.380026766	24.8788698947	48.1466315459	182.487665233	16.1076509783	7.99115339991	0.0120626156920
105.172713514	1095.16946400	656.350806641	0.00152357548720	-1.75114174892	-1.70439920276	97.8240048657	27.2061579733	69.6389319188	541.079719239	0.110432364299	64.9546583496	0.0899324116209	0.00310595185210	45.4805270113	0.0219874321103	1.77734205686	2.45190565346	137.342856451	24.8956036083	48.2689525223	182.466779481	16.0856808195	8.00087661724	0.0120875411755
105.254359960	1100.80826433	655.798115175	0.00152485952134	-1.74577639750	-1.69875358731	97.8753751215	27.2022983004	69.7328417129	540.028945902	0.113439234396	64.7956266646	0.0897717651526	0.00309092651139	45.7290938803	0.0218679163558	1.77711966099	2.45147088206	137.305803191	24.9123317463	48.3918009456	182.445703807	16.0638116729	8.01058872338	0.0121125032802
105.335707220	1106.44706467	655.246328363	0.00152614361457	-1.74042589096	-1.69312240923	97.9265665776	27.1985039481	69.8271620989	538.980710424	0.116455168276	64.6374784688	0.0896117083714	0.00307597055724	45.9779758715	0.0217495437989	1.77688994652	2.45102646796	137.268865467	24.9290544766	48.5151816622	182.424440778	16.0420423283	8.02028996558	0.0121375025741
105.416757906	1112.08586500	654.695433469	0.00152742779142	-1.73509007747	-1.68750551594	97.9775811027	27.1947746118	69.9218961881	537.934986901	0.119480224802	64.4802030077	0.0894522361468	0.00306108339393	46.2271748517	0.0216322975221	1.77665295011	2.45057246254	137.232041785	24.9457719853	48.6390995923	182.402992913	16.0203715886	8.02998058875	0.0121625396248
105.497514595	1117.72466533	654.145417905	0.00152871207629	-1.72976880720	-1.68190275677	98.0284205401	27.1911099934	70.0170471191	536.891749772	0.122514463079	64.3237897018	0.0892933434198	0.00304626443421	46.4766926934	0.0215161609411	1.77640870769	2.45010891619	137.195330669	24.9624844770	48.7635597310	182.381362681	15.9987982688	8.03966083553	0.0121876149992
105.577979828	1123.36346567	653.596269223	0.00152999649338	-1.72446193227	-1.67631398305	98.0790867073	27.1875098019	70.1126180573	535.850973824	0.125557942443	64.1682281439	0.0891350252023	0.00303151309912	46.7265312743	0.0214011177960	1.77615725447	2.44963587828	137.158730664	24.9791921752	48.8885671496	182.359552503	15.9773211960	8.04933094630	0.0122127292643
105.658156111	1129.00226600	653.047975122	0.00153128106678	-1.71916930673	-1.67073904800	98.1295813971	27.1839737529	70.2086121959	534.812634178	0.128610722474	64.0135080948	0.0889772765761	0.00301682881788	46.9766924781	0.0212871521439	1.77589862490	2.44915339721	137.122240335	24.9958953231	49.0141269966	182.337564751	15.9559392083	8.05899115927	0.0122378829868
105.738045915	1134.64106633	652.500523434	0.00153256582039	-1.71389078650	-1.66517780670	98.1799063779	27.1805015686	70.3050327559	533.776706286	0.131672862997	63.8596194801	0.0888200926911	0.00300221102768	47.2271781942	0.0211742483510	1.77563285274	2.44866152043	137.085858266	25.0125941834	49.1402444986	182.315401746	15.9346511547	8.06864171053	0.0122630767333
105.817651677	1140.27986667	651.953902128	0.00153385077800	-1.70862622936	-1.65963011608	98.2300633938	27.1770929775	70.4018829868	532.743165924	0.134744424091	63.7065523863	0.0886634687641	0.00298765917357	47.4779903183	0.0210623910847	1.77535997107	2.44816029444	137.049583062	25.0292890390	49.2669249613	182.293065760	15.9134558946	8.07828283407	0.0122883110707
105.896975802	1145.91866700	651.408099309	0.00153513596325	-1.70337549488	-1.65409583488	98.2800541659	27.1737477147	70.4991661666	531.711989186	0.137825466090	63.5542970577	0.0885074000778	0.00297317270829	47.7291307519	0.0209515653071	1.77508001224	2.44764976480	137.013413345	25.0459801933	49.3941737706	182.270559014	15.8923522968	8.08791476187	0.0123135865659
105.976020661	1151.55746733	650.863103206	0.00153642139964	-1.69813844444	-1.64857482358	98.3298803919	27.1704655214	70.5968856028	530.683152478	0.140916049593	63.4028438927	0.0883518819794	0.00295875109215	47.9806014032	0.0208417562672	1.77479300797	2.44712997617	136.977347755	25.0626679705	49.5219963932	182.247883679	15.8713392397	8.09753772392	0.0123389037862
106.054788595	1157.19626767	650.318902181	0.00153770711054	-1.69291494113	-1.64306694442	98.3795437472	27.1672461453	70.6950446321	529.656632513	0.144016235463	63.2521834409	0.0881969098795	0.00294439379287	48.2324041865	0.0207329494946	1.77449898929	2.44660097233	136.941384951	25.0793527157	49.6503983780	182.225041874	15.8504156104	8.10715194825	0.0123642632993
106.133281912	1162.83506800	649.775484717	0.00153899311919	-1.68770484977	-1.63757206131	98.4290458847	27.1640893398	70.7936466213	528.632406306	0.147126084839	63.1023064000	0.0880424792509	0.00293010028544	48.4845410229	0.0206251307922	1.77419798659	2.44606279614	136.905523611	25.0960347952	49.7793853563	182.202035667	15.8295803045	8.11675766104	0.0123896656734
106.211502889	1168.47386833	649.232839421	0.00154027944873	-1.68250803684	-1.63209003986	98.4783884359	27.1609948646	70.8926949678	527.610451164	0.150245659136	62.9532036121	0.0878885856274	0.00291587005204	48.7370138404	0.0205182862306	1.77389002961	2.44551548964	136.869762426	25.1127145969	49.9089630428	182.178867074	15.8088322256	8.12635508660	0.0124151114775
106.289453773	1174.11266867	648.690955020	0.00154156612214	-1.67732437048	-1.62662074727	98.5275730108	27.1579624852	70.9921930994	526.590744687	0.153375020053	62.8048660613	0.0877352246030	0.00290170258182	48.9898245737	0.0204124021407	1.77357514747	2.44495909399	136.834100109	25.1293925300	50.0391372368	182.155538059	15.7881702849	8.13594444745	0.0124406012810
106.367136783	1179.75146900	648.149820357	0.00154285316233	-1.67215372044	-1.62116405240	98.5766011986	27.1549919731	71.0921444755	525.573264759	0.156514229576	62.6572848708	0.0875823918305	0.00288759737087	49.2429751646	0.0203074651086	1.77325336868	2.44439364953	136.798535387	25.1460690258	50.1699138223	182.132050535	15.7675934012	8.14552596434	0.0124661356545
106.444554107	1185.39026933	647.609424391	0.00154414059206	-1.66699595806	-1.61571982564	98.6254745679	27.1520831053	71.1925525871	524.557989544	0.159663349986	62.5104512994	0.0874300830206	0.00287355392201	49.4964675622	0.0202034619691	1.77292472111	2.44381919576	136.763067002	25.1627445371	50.3012987690	182.108406362	15.7471005000	8.15509985633	0.0124917151693
106.521707904	1191.02906967	647.069756194	0.00154542843399	-1.66185095622	-1.61028793893	98.6741946673	27.1492356648	71.2934209573	523.544897478	0.162822443861	62.3643567394	0.0872782939410	0.00285957174472	49.7503037228	0.0201003798001	1.77258923206	2.44323577140	136.727693715	25.1794195387	50.4332981330	182.084607346	15.7266905136	8.16466634078	0.0125173403978
106.598600307	1196.66787000	646.530804949	0.00154671671070	-1.65671858934	-1.60486826576	98.7227630254	27.1464494400	71.3947531419	522.533967271	0.165991574084	62.2189927136	0.0871270204151	0.00284565035504	50.0044856104	0.0199982059168	1.77224692824	2.44264341435	136.692414301	25.1960945275	50.5659180571	182.060655243	15.7063623806	8.17422563344	0.0125430119137
106.675233418	1202.30667033	645.992559946	0.00154800544465	-1.65159873335	-1.59946068107	98.7711811517	27.1437242250	71.4965527295	521.525177895	0.169170803846	62.0743508725	0.0869762583212	0.00283178927538	50.2590151964	0.0198969278664	1.77189783576	2.44204216174	136.657227550	25.2127700221	50.6991647719	182.036551752	15.6861150459	8.18377794846	0.0125687302916
106.751609317	1207.94547067	645.455010581	0.00154929465820	-1.64649126562	-1.59406506127	98.8194505366	27.1410598192	71.5988233427	520.518508582	0.172360196653	61.9304229920	0.0868260035916	0.00281798803447	50.5138944601	0.0197965334229	1.77154198018	2.44143204994	136.622132267	25.2294465630	50.8330445958	182.012298524	15.6659474600	8.19332349844	0.0125944961078
106.827730051	1213.58427100	644.918146355	0.00155058437362	-1.64139606499	-1.58868128421	98.8675726517	27.1384560276	71.7015686376	519.513938823	0.175559816331	61.7872009708	0.0866762522116	0.00280424616725	50.7691253889	0.0196970105815	1.77117938650	2.44081311455	136.587127273	25.2461247128	50.9675639359	181.987897154	15.6458585793	8.20286249446	0.0126203099398
106.903597646	1219.22307133	644.381956872	0.00155187461309	-1.63631301170	-1.58330922915	98.9155489504	27.1359126604	71.8047923053	518.511448356	0.178769727028	61.6446768278	0.0865270002186	0.00279056321471	51.0247099779	0.0195983475542	1.77081007916	2.44018539044	136.552211403	25.2628050557	51.1027292882	181.963349183	15.6258473655	8.21239514612	0.0126461723666
106.979214100	1224.86187167	643.846431832	0.00155316539870	-1.63124198741	-1.57794877672	98.9633808682	27.1334295332	71.9084980714	517.511017168	0.181989993226	61.5028426998	0.0863782437011	0.00277693872384	51.2806502307	0.0195005327643	1.77043408206	2.43954891174	136.517383506	25.2794881974	51.2385472383	181.938656102	15.6059127854	8.22192166161	0.0126720839691
107.054581385	1230.50067200	643.311561038	0.00155445675247	-1.62618287511	-1.57259980891	99.0110698227	27.1310064668	72.0126896975	516.512625488	0.185220679739	61.3616908393	0.0862299787981	0.00276337224750	51.5369481592	0.0194035548421	1.77005141858	2.43890371186	136.482642444	25.2961747654	51.3750244617	181.913819346	15.5860538110	8.23144224768	0.0126980453295
107.129701449	1236.13947233	642.777334385	0.00155574869633	-1.62113555916	-1.56726220904	99.0586172144	27.1286432871	72.1173709808	515.516253784	0.188461851723	61.2212136118	0.0860822016979	0.00274986334431	51.7936057839	0.0193074026198	1.76966211156	2.43824982352	136.447987094	25.3128654081	51.5121677239	181.888840299	15.5662694192	8.24095710975	0.0127240570322
107.204576217	1241.77827267	642.243741865	0.00155704125212	-1.61609992522	-1.56193586174	99.1060244266	27.1263398252	72.2225457553	514.521882757	0.191713574681	61.0814034942	0.0859349086376	0.00273641157858	52.0506251337	0.0192120651276	1.76926618333	2.43758727873	136.413416346	25.3295607953	51.6499838814	181.863720291	15.5465585916	8.25046645188	0.0127501196632
107.279207587	1247.41707300	641.710773559	0.00155833444163	-1.61107586026	-1.55662065292	99.1532928261	27.1240959171	72.3282178919	513.529493339	0.194975914467	60.9422530720	0.0857880959019	0.00272301652020	52.3080082466	0.0191175315888	1.76886365571	2.43691610881	136.378929103	25.3462616175	51.7884798815	181.838460599	15.5269203143	8.25997047684	0.0127762338106
107.353597436	1253.05587333	641.178419641	0.00155962828655	-1.60606325250	-1.55131646975	99.2004237632	27.1219114041	72.4343912992	512.539066687	0.198248937292	60.8037550374	0.0856417598228	0.00270967774453	52.5657571694	0.0190237914157	1.76845455003	2.43623634442	136.344524282	25.3629685857	51.9276627627	181.813062449	15.5073535781	8.26946938615	0.0128024000645
107.427747616	1258.69467367	640.646670372	0.00156092280854	-1.60106199143	-1.54602320063	99.2474185719	27.1197861322	72.5410699240	511.550584181	0.201532709728	60.6659021874	0.0854958967784	0.00269639483232	52.8238739579	0.0189308342057	1.76803888711	2.43554801556	136.310200810	25.3796824313	52.0675396550	181.787527013	15.4878573782	8.27896338010	0.0128286190172
107.501659956	1264.33347400	640.115516102	0.00156221802916	-1.59607196777	-1.54074073520	99.2942785708	27.1177199523	72.6482577516	510.564027420	0.204827298717	60.5286874217	0.0853505031923	0.00268316736964	53.0823606773	0.0188386497368	1.76761668731	2.43485115155	136.275957629	25.3964039054	52.2081177802	181.761855411	15.4684307140	8.28845265777	0.0128548912632
107.575336265	1269.97227433	639.584947264	0.00156351396992	-1.59109307340	-1.53546896427	99.3410050626	27.1157127203	72.7559588067	509.579378217	0.208132771574	60.3921037405	0.0852055755328	0.00266999494774	53.3412194022	0.0187472279638	1.76718797049	2.43414578109	136.241793693	25.4131337789	52.3494044522	181.736048713	15.4490725892	8.29793741708	0.0128812173993
107.648778328	1275.61107467	639.054954374	0.00156481065228	-1.58612520145	-1.53020777982	99.3875993349	27.1137642968	72.8641771539	508.596618596	0.211449195993	60.2561442428	0.0850611103125	0.00265687716303	53.6004522167	0.0186565590148	1.76675275605	2.43343193226	136.207707966	25.4298728417	52.4914070770	181.710107935	15.4297820119	8.30741785483	0.0129075980248
107.721987907	1281.24987500	638.525528032	0.00156610809764	-1.58116824615	-1.52495707498	99.4340626602	27.1118745472	72.9729168982	507.615730788	0.214776640053	60.1208021244	0.0849171040868	0.00264381361694	53.8600612145	0.0185666331870	1.76631106294	2.43270963248	136.173699427	25.4466219025	52.6341331530	181.684034045	15.4105579942	8.31689416670	0.0129340337414
107.794966746	1286.88867533	637.996658916	0.00156740632733	-1.57622210291	-1.51971674404	99.4803962965	27.1100433417	73.0821821855	506.636697229	0.218115172223	59.9860706761	0.0847735534542	0.00263080391585	54.1200484992	0.0184774409434	1.76586290965	2.43197890858	136.139767062	25.4633817884	52.7775902712	181.657827956	15.3913995525	8.32636654733	0.0129605251533
107.867716565	1292.52747567	637.468337783	0.00156870536265	-1.57128666824	-1.51448668236	99.5266014871	27.1082705551	73.1919772035	505.659500555	0.221464861370	59.8519432819	0.0846304550547	0.00261784767104	54.3804161845	0.0183889729090	1.76540831419	2.43123978680	136.105909873	25.4801533442	52.9217861151	181.631490534	15.3723057073	8.33583519028	0.0129870728673
107.940239065	1298.16627600	636.940555467	0.00157000522485	-1.56636183978	-1.50926678640	99.5726794612	27.1065560667	73.3023061821	504.684123599	0.224825776762	59.7184134173	0.0844878055700	0.00260494449856	54.6411663941	0.0183012198676	1.76494729418	2.43049229275	136.072126871	25.4969374323	53.0667284614	181.605022595	15.3532754832	8.34530028814	0.0130136774932
108.012535926	1303.80507633	636.413302878	0.00157130593512	-1.56144751621	-1.50405695372	99.6186314341	27.1048997607	73.4131733940	503.710549388	0.228197988075	59.5854746473	0.0843456017219	0.00259209401919	54.9023012620	0.0182141727580	1.76447986677	2.42973645147	136.038417077	25.5137349317	53.2124251794	181.578424905	15.3343079090	8.35476203249	0.0130403396433
108.084608808	1309.44387667	635.886571000	0.00157260751462	-1.55654359732	-1.49885708290	99.6644586073	27.1033015258	73.5245831555	502.738761140	0.231581565398	59.4531206251	0.0842038402725	0.00257929585837	55.1638229327	0.0181278226714	1.76400604869	2.42897228743	136.004779525	25.5305467381	53.3588842316	181.551698181	15.3154020179	8.36422061397	0.0130670599328
108.156459351	1315.08267700	635.360350887	0.00157390998448	-1.55164998391	-1.49366707355	99.7101621689	27.1017612549	73.6365398271	501.768742259	0.234976579243	59.3213450903	0.0840625180231	0.00256654964606	55.4257335613	0.0180421608474	1.76352585625	2.42819982452	135.971213257	25.5473737627	53.5061136737	181.524843092	15.2965568469	8.37367622230	0.0130938389800
108.228089177	1320.72147733	634.834633665	0.00157521336576	-1.54676657782	-1.48848682632	99.7557432937	27.1002788458	73.7490478140	500.800476333	0.238383100544	59.1901418671	0.0839216318138	0.00255385501677	55.6880353136	0.0179571786717	1.76303930535	2.42741908608	135.937717328	25.5642169321	53.6541216548	181.497860260	15.2777714378	8.38312904630	0.0131206774061
108.299499888	1326.36027767	634.309410532	0.00157651767954	-1.54189328190	-1.48331624285	99.8012031436	27.0988542006	73.8621115669	499.833947134	0.241801200671	59.0595048630	0.0837811785226	0.00254121160939	55.9507303664	0.0178728676722	1.76254641147	2.42663009488	135.904290801	25.5810771876	53.8029164171	181.470750260	15.2590448363	8.39257927392	0.0131475758353
108.370693067	1331.99907800	633.784672751	0.00157782294681	-1.53702999999	-1.47815522574	99.8465428675	27.0974872258	73.9757355829	498.869138608	0.245230951429	58.9294280673	0.0836411550653	0.00252861906718	56.2138209074	0.0177892195168	1.76204718968	2.42583287315	135.870932750	25.5979554844	53.9525062963	181.443513622	15.2403760927	8.40202709228	0.0131745348952
