Temperature (K)	Pressure (kPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
89.8708051718	356.486620333	745.691042569	0.00134103796735	-2.69695791400	-2.68356573112	88.0821652044	28.5792949727	59.9265415914	720.412931578	-0.227294529904	103.243485344	0.120058306409	0.00614005479603	14.9209141813	0.0670200222218	1.70936771665	2.37865853139	144.409959896	22.6170243944	35.3922820631	181.740643396	20.8720824190	6.47050873229	0.00884830770683
90.0539329147	362.125420667	744.744049212	0.00134274318950	-2.68613081843	-2.67250950351	88.2027073998	28.5569844800	59.9874842207	718.422295856	-0.224943084679	102.640671239	0.119697397704	0.00610150566876	15.1454502194	0.0660264294235	1.71118609250	2.38098415610	144.319008999	22.6362554630	35.4759463730	181.801737463	20.8018963918	6.48654064081	0.00887649649425
90.2349818960	367.764221000	743.805642076	0.00134443723391	-2.67541845749	-2.66156758696	88.3217350375	28.5350438349	60.0485294545	716.451521617	-0.222592646800	102.049470854	0.119340600139	0.00606344133914	15.3699848077	0.0650618730280	1.71296481831	2.38325537348	144.229353729	22.6554162000	35.5596628621	181.860952623	20.7329429774	6.50242742658	0.00890451903976
90.4140079843	373.403021333	742.875585763	0.00134612042604	-2.66481770888	-2.65073686106	88.4392914584	28.5134627607	60.1096804895	714.500064467	-0.220243022102	101.469480157	0.118987802951	0.00602584864099	15.5945232447	0.0641250767534	1.71470495128	2.38547365039	144.140953443	22.6745086380	35.6434376182	181.918345255	20.6651809098	6.51817316856	0.00893238112584
90.5910647167	379.041821667	741.953654576	0.00134779307822	-2.65432558045	-2.64001433550	88.5554181361	28.4922314285	60.1709404477	712.567402813	-0.217894023186	100.900314970	0.118638900002	0.00598871496197	15.8190706813	0.0632148386050	1.71640750357	2.38764039104	144.053769351	22.6935347330	35.7272765624	181.973969249	20.5985708866	6.53378177695	0.00896008829751
90.7662034298	384.680622000	741.039631977	0.00134945549043	-2.64393920296	-2.62939714279	88.6701547841	28.4713404315	60.2323123808	710.653036581	-0.215545469045	100.341609714	0.118293789516	0.00595202821235	16.0436321276	0.0623300255233	1.71807344481	2.38975694049	143.967764397	22.7124963693	35.8111854587	182.027876153	20.5330754479	6.54925700274	0.00898764587560
90.9394733807	390.319422333	740.133310087	0.00135110795092	-2.63365582324	-2.61888253148	88.7835394556	28.4507807608	60.2937992738	708.756486027	-0.213197184718	99.7930162514	0.117952373842	0.00591577679606	16.2682124596	0.0614695684902	1.71970370450	2.39182458799	143.882903166	22.7313953626	35.8951699225	182.080115311	20.4686588650	6.56460244643	0.00901505896934
91.1109218602	395.958222667	739.234489216	0.00135275073686	-2.62347279793	-2.60846785983	88.8956086354	28.4305437839	60.3554040487	706.877290622	-0.210849000962	99.2542028174	0.117614559227	0.00587994958367	16.4928164256	0.0606324580467	1.72129917419	2.39384457003	143.799151786	22.7502334639	35.9792354287	182.130733978	20.4052870365	6.57982156624	0.00904233248784
91.2805942987	401.597023000	738.342977426	0.00135438411494	-2.61338758754	-2.59815058994	89.0063973263	28.4106212233	60.4171295685	705.015008020	-0.208500753955	98.7248530301	0.117280255611	0.00584453588719	16.7174486520	0.0598177401838	1.72286070956	2.39581807321	143.716477837	22.7690123623	36.0633873198	182.179777446	20.3429273924	6.59491768576	0.00906947115100
91.4485343639	407.235823333	737.458590125	0.00135600834188	-2.60339775098	-2.58792828226	89.1159391291	28.3910051379	60.4789786400	703.169213092	-0.206152285007	98.2046649732	0.116949376430	0.00580952543666	16.9421136487	0.0590245125689	1.72438913232	2.39774623691	143.634850272	22.7877336886	36.1476308125	182.227289145	20.2815488052	6.60989400102	0.00909647949953
