Temperature (K)	Pressure (kPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
77.3550000000	100.000000000	4.54900341911	0.219828368517	1.54677017515	2.16258593564	151.644458101	21.5938632251	31.4484008595	174.885664246	27.0826084726	5.44293591718	0.00718526517859	vapor
77.3550000000	101.000000000	4.59664364292	0.217550038176	1.54620599294	2.16173369092	151.554245642	21.6030981954	31.4760677219	174.838978797	27.0931377235	5.44374847432	0.00718698962159	vapor
77.3550000000	101.325059474	4.61213967163	0.216819105924	1.54602243629	2.16145642770	151.525094939	21.6061065799	31.4850835106	174.823790099	27.0965675397	5.44401277405	0.00718755144241	vapor
77.3550000000	101.325059473	806.084401826	0.00124056488097	-3.42167902562	-3.41815772249	79.3951207914	30.3685068524	57.1893227375	851.390682612	-0.341121367370	160.661395320	0.144846661761	liquid
77.3550000000	102.000000000	806.086155283	0.00124056218240	-3.42168930667	-3.41814455535	79.3949877847	30.3685553176	57.1891085328	851.396529891	-0.341125750812	160.663190231	0.144847434314	liquid
77.3550000000	103.000000000	806.088753164	0.00124055818429	-3.42170453879	-3.41812504655	79.3947907244	30.3686271241	57.1887911830	851.405193058	-0.341132245015	160.665849573	0.144848578918	liquid
