Xiong 2015 set 1 | 168.15 K 267.0 kPa y_CO2 0.0337 | 168.415 | +0.265 | +0.783 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 1703.0 kPa y_CO2 0.0041 | 162.706 | -5.444 | -1.509 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 1564.0 kPa y_CO2 0.0053 | 164.673 | -3.477 | +0.034 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 1260.0 kPa y_CO2 0.0054 | 163.666 | -4.484 | -1.739 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 969.0 kPa y_CO2 0.0077 | 165.196 | -2.954 | -0.916 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 752.0 kPa y_CO2 0.0102 | 165.937 | -2.213 | -0.667 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 570.0 kPa y_CO2 0.0146 | 167.072 | -1.078 | +0.070 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 415.0 kPa y_CO2 0.0195 | 167.143 | -1.007 | -0.183 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 168.15 K 272.0 kPa y_CO2 0.0272 | 166.627 | -1.523 | -0.991 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1920.0 kPa y_CO2 0.0185 | 178.405 | +0.255 | +4.431 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1765.0 kPa y_CO2 0.0201 | 178.792 | +0.642 | +4.418 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1592.0 kPa y_CO2 0.0225 | 179.327 | +1.177 | +4.521 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1402.0 kPa y_CO2 0.0252 | 179.630 | +1.480 | +4.373 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1198.0 kPa y_CO2 0.0257 | 178.613 | +0.463 | +2.904 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 912.0 kPa y_CO2 0.0322 | 178.742 | +0.592 | +2.405 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 718.0 kPa y_CO2 0.0389 | 178.626 | +0.476 | +1.878 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 532.0 kPa y_CO2 0.0533 | 179.172 | +1.022 | +2.037 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 389.0 kPa y_CO2 0.0675 | 178.656 | +0.506 | +1.234 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 275.0 kPa y_CO2 0.0937 | 178.688 | +0.538 | +1.039 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1930.0 kPa y_CO2 0.0161 | 176.925 | -1.225 | +3.001 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1622.0 kPa y_CO2 0.0163 | 175.990 | -2.160 | +1.306 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1332.0 kPa y_CO2 0.0201 | 176.822 | -1.328 | +1.437 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 1032.0 kPa y_CO2 0.0264 | 177.688 | -0.462 | +1.619 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 831.0 kPa y_CO2 0.0328 | 178.130 | -0.020 | +1.623 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 635.0 kPa y_CO2 0.0433 | 178.635 | +0.485 | +1.714 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 424.0 kPa y_CO2 0.0655 | 179.172 | +1.022 | +1.819 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 178.15 K 275.0 kPa y_CO2 0.0991 | 179.273 | +1.123 | +1.622 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 390.0 kPa y_CO2 0.1692 | 188.850 | +0.700 | +1.361 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 276.0 kPa y_CO2 0.2373 | 188.988 | +0.838 | +1.274 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 2138.0 kPa y_CO2 0.0400 | 188.082 | -0.068 | +4.422 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 1876.0 kPa y_CO2 0.0448 | 188.517 | +0.367 | +4.214 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 1572.0 kPa y_CO2 0.0512 | 188.705 | +0.555 | +3.697 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 1250.0 kPa y_CO2 0.0578 | 188.130 | -0.020 | +2.421 | ESTIMATED_DECLARED_ERROR
