epoch_ms,fps
1790171090396,3
1790171091797,36
1790171092847,118
1790171093890,119
1790171094895,120
1790171095897,119
1790171096942,120
1790171098051,23
1790171099555,39
1790171100590,32
1790171101595,120
1790171102641,120
1790171103644,119
1790171104644,120
1790171106109,120
1790171107148,83
1790171108195,114
1790171109240,119
1790171110241,120
1790171111247,119
1790171112295,117
1790171113340,119
1790171114346,120
1790171115348,119
1790171116393,120
1790171117441,120
1790171118445,119
1790171119491,119
1790171120494,120
1790171121498,120
1790171122546,119
1790171123547,119
1790171124592,119
1790171125596,120
1790171126643,119
1790171127646,120
1790171128691,119
1790171129695,120
1790171130741,119
1790171131747,119
1790171132794,119
1790171133798,120
1790171134844,120
1790171135892,119
1790171136896,120
1790171137942,119
1790171138946,119
1790171139993,120
1790171140996,120
1790171142042,119
1790171143046,120
1790171144093,119
1790171145093,119
1790171146096,120
1790171147097,119
1790171148143,120
1790171149191,119
1790171150196,120
1790171151241,119
1790171152247,120
1790171153294,119
1790171154342,119
1790171155346,120
1790171156390,118
1790171157398,119
1790171158444,120
1790171159491,120
1790171160494,119
1790171161539,119
1790171162544,120
1790171163548,120
1790171164594,119
1790171165642,119
1790171166691,120
1790171167740,119
1790171168743,119
1790171169790,120
1790171170834,99
1790171171848,117
1790171172892,120
1790171173895,120
1790171174896,118
1790171175942,120
1790171176945,120
1790171177992,119
1790171178993,118
1790171180040,119
1790171181041,120
1790171182046,118
1790171183091,119
1790171184095,120
1790171185143,119
1790171186147,119
1790171187195,120
1790171188242,119
1790171189242,119
1790171190291,119
1790171191295,120
1790171192342,119
1790171193344,119
1790171194393,119
1790171195397,120
1790171196444,119
1790171197493,119
1790171198497,120
1790171199541,119
1790171200546,119
1790171201593,119
1790171202642,120
1790171203646,119
1790171204693,119
1790171205693,120
1790171206695,119
1790171207743,120
1790171208791,119
1790171209796,119
1790171210844,120
1790171211892,119
1790171212941,119
1790171213990,119
1790171214995,120
1790171216042,119
1790171217047,120
1790171218091,119
1790171219095,120
1790171220143,119
1790171221146,120
1790171222196,119
1790171223242,119
1790171224245,120
1790171225291,119
1790171226295,120
1790171227341,119
1790171228346,120
1790171229392,119
1790171230395,120
1790171231444,119
1790171232446,95
1790171233493,116
1790171234539,116
1790171235541,120
1790171236545,120
1790171237545,113
1790171238547,117
1790171239596,120
1790171240645,116
1790171242069,118
1790171243104,53
1790171244106,60
1790171245107,60
1790171246111,60
1790171247146,60
