epoch_ms,fps
1790170914696,0
1790170916182,8
1790170917204,66
1790170918207,120
1790170919210,118
1790170920256,120
1790170922005,24
1790170923517,40
1790170924561,30
1790170925607,120
1790170926609,119
1790170927612,120
1790170928659,120
1790170930088,25
1790170931110,80
1790170932159,109
1790170933160,120
1790170934163,119
1790170935208,120
1790170936212,119
1790170937261,119
1790170938309,120
1790170939355,119
1790170940360,120
1790170941408,119
1790170942412,119
1790170943456,120
1790170944459,119
1790170945505,119
1790170946510,120
1790170947555,119
1790170948562,120
1790170949606,119
1790170950611,119
1790170951657,120
1790170952660,119
1790170953660,120
1790170954706,119
1790170955709,120
1790170956757,119
1790170957806,120
1790170958854,119
1790170959858,119
1790170960907,120
1790170961910,119
1790170962959,119
1790170964007,120
1790170965055,119
1790170966061,119
1790170967108,120
1790170968156,119
1790170969159,119
1790170970207,120
1790170971211,119
1790170972255,120
1790170973260,119
1790170974307,120
1790170975309,119
1790170976359,120
1790170977362,119
1790170978408,120
1790170979410,119
1790170980459,120
1790170981506,119
1790170982512,119
1790170983558,120
1790170984561,119
1790170985607,120
1790170986610,119
1790170987658,120
1790170988661,119
1790170989706,120
1790170990712,120
1790170991759,119
1790170992804,120
1790170993811,119
1790170994859,119
1790170995907,100
1790170996956,119
1790170997960,119
1790170998962,120
1790171000009,119
1790171001011,120
1790171002057,119
1790171003061,119
1790171004107,120
1790171005112,119
1790171006156,120
1790171007160,119
1790171008209,119
1790171009255,119
1790171010259,119
1790171011261,120
1790171012310,120
1790171013355,119
1790171014361,119
1790171015408,120
1790171016457,119
1790171017462,119
1790171018508,120
1790171019556,119
1790171020563,119
1790171021611,120
1790171022655,119
1790171023660,119
1790171024705,119
1790171025709,120
1790171026755,119
1790171027761,120
1790171028808,119
1790171029811,120
1790171030856,120
1790171031860,119
1790171032908,119
1790171033911,120
1790171034956,120
1790171035960,119
1790171037008,120
1790171038054,119
1790171039059,119
1790171040107,120
1790171041112,119
1790171042159,120
1790171043162,119
1790171044208,120
1790171045212,119
1790171046260,120
1790171047309,119
1790171048312,119
1790171049359,119
1790171050407,120
1790171051408,119
1790171052408,120
1790171053411,119
1790171054456,120
1790171055459,119
1790171056459,119
1790171057505,92
1790171058509,117
1790171059512,119
1790171060555,120
1790171061558,120
1790171062563,110
1790171063609,120
1790171064611,116
1790171066219,117
1790171067256,78
1790171068259,60
1790171069260,60
1790171070264,60
1790171071301,59
